Author,Review URL,Description,Rating
Nipuna Ranjan,https://www.zoma.to/vBEvRa,Very good quality of biriyani for non-vegetarian (both fish and chicken ) . Fast home delivery within 3 kms  . But most of the time crowded .,4.0
Harish Chandra Singh,https://www.zoma.to/xZBYlZ,We have tried meghna food several times specially biryaani. I think biryaani is really good. Apart from that I have also tried veg meals and some nonveg items like chicken chettinad and mutton masala and that was also taste good though all the items was more spicy but I don't mind as I like spicy food. Only one thing I feel little odd is thy put lot of pieces and curry on top of biryaani which somewhat suppress the real taste of biryaani itself.,3.5
Sanket Panda,https://www.zoma.to/ZLYrNo,Non-veg delight and nightmarish spicy<br/>that sums up my experience<br/>First of all The Biryani at the Hyderabad Biryani chain of restaurants is way lot better than what Meghna serves<br/>The chicken roast was heavenly and the best dish i ordered<br/>Vegetarian options are terrible ..<br/>They should understand that making everything spicy doesnot make food tastier<br/>If u love super spicy food..look no further..<br/>Otherwise avoid,3.0
Babu,https://www.zoma.to/ZLYQzq,"Had been to this place for dinner with family and friends, loved the ambience and hospitality, initially took some time for the order to arrive, but the food was awesome, especially the mutton biriyani was yum, chicken tandoori was very soft and cooked very well, kadai paneer gravy was mouth watering..overall was a good experience..",4.0
Reshma,https://www.zoma.to/dEbeke,Lemon chicken is delish-totally must try! Meghana special biryani is awesome too..it's different - boneless chicken pieces as a side to the biryani rice..very tasty!,4.0
Abhisek Mallick,https://www.zoma.to/XqZaDX,"Went to this place last Saturday with my fiance as she was interested in Andhra Food.<br/>We reached the place approx 9.45pm. We ordered Andhra Style Chili Chicken, Mutton Biriyani and Chicken Biriyani.<br/>About the Andhra Chili Chicken - it is spicy, I mean serious spicy. We expected it would be spicy and was happy to see our expectation full-filled. <br/>The biriyani was good in quantity and the chicken/mutton pieces were properly tendered.<br/>However the reason why I rated them low was for their service.<br/>I haven't finished my food and my fiance was during middle of her meal when they brought wash bowls!!!! If that was not enough the moment I finished my meal they brought the bill and kept on standing their till I paid. And it wasn't just me it happened to 2-3 tables next to me. Looked like they wanted to shoo away their customers fast!! And the time was around 10.20 pm.<br/>This isn't a right way to treat customers, give them proper time to finish their food and relax they wont runaway without paying.<br/><br/>So here is my final rating<br/>Food Quality - 3.8/5<br/>Food Quantity - 4/5<br/>Ambiance - 3/5<br/>Service - 2/5.",3.0
Jitendra Kumar Dash (JkD),https://www.zoma.to/OYpNoq,"The worst biriyani ever. The veg foods are nice though but its really a ""waste of money and time"". The place is always crowded I don't know why may be they marketed well with their quality in past.",2.5
Sabya Shaikh,https://www.zoma.to/gbkyDZ,Awesome biryani :-* . Spicy yet tasty! ... Food is served on banana leaves.... And not to forget the lemon chicken...  Twas yummy! Quantity is good enough! <br/>,4.0
Rohit Sinha,https://www.zoma.to/vBpEYg,Was here for second time .this time for team lunch. As lot of orders were there i got to taste many chicken items .almost every starter we had was delicious . after that we had biryani which was also good.  It was very crowded but taste of food compensates for any downside. Overall a good place to eat,4.5
Manuraj Chouhan,https://www.zoma.to/XqQpgm,Good place for biryani and chicken lovers . I had chicken boneless biryani their. It was good and they serve biryani in a different style. My friend had chicken fried rice it was also pretty awesome.,3.0
Vineet Chauhan,https://www.zoma.to/nGbpDP,Had boneless chicken biryanis and it was pretty well made with great taste. Quantity was decent and chicken was too good. Would  suggest everybody to go Meghna Foods atleast once and eat a lot of stuff especially biryanis...,4.0
Vinesh Koka,https://www.zoma.to/qyxqNn,"I have been a fan of their boneless chicken biriyani, right from their initial days of being a crammed little outlet in Koramangala with no branches. This outlet  has lots of seating space and was still packed on a Friday afternoon, numbers swelling by the minute. The food arrived quite fast, tables cleared up soon enough, and everyone seemed happy to wait for their turn to sink their teeth into the Meghana specials!<br/><br/>The CHICKEN PATHANI KABAB (₹390), GUNTUR CHICKEN (₹185), and LEMON CHICKEN (₹185) proved to be very effective starters. The Lemon Chicken, though, looked brown in colour and wasn't tangy as expected. It tasted good, but it well may have been another dish, we didn't ask. As always, loved the MEGHANA SPECIAL CHICKEN BIRIYANI (₹181), but also tasted the MUTTON (₹190) and PRAWN (₹199) variants. I think I'll try the prawn version next time, for variety; tasted very good. I'm not too sure what the difference between the Boneless Chicken and Meghana Special Chicken is, but it is not much - both overall spicy and tasty. The chicken pieces are placed on top of the biriyani rice. The quantity is a lot, though. Three people can eat two biriyanis.<br/><br/>As I broke into sweat (this usually happens when I eat something too spicy, especially at an Andhra-style restaurant), I kept eating and panting while continuing to eat some more. At one point, I had to throw in a bit of sugar into my mouth to neutralize things; for there was more wonderful biriyani left to be eaten! <br/><br/>TIP: While ordering, specify 'less spicy' if you like it that way; it seems they can control the spice level (the waiter told me this when I asked him for the sugar. I don't remember it being that way in Koramangala)",4.5
Shankar Manickam,https://www.zoma.to/nGbyKv,"Degrading quality day by day<br/><br/>I visit Meghana once in a week as I work close by.<br/><br/>But the quality of the food is degrading day by day and I can sense that in last 3 visits.<br/><br/>We were 4, ordered 1 starter, 3 Meg spcl biriyani and 2 sweet lassi.<br/><br/>after 10 minutes, we got 2 lassis--SALT.<br/><br/>we informed to the manager and he brought two sweet lassis.<br/><br/>then we got the biriyanis(no starters again).<br/><br/>Biriyani rice was hard and it was not that easy to chew, seems like previous day rice kept in the fridge.<br/><br/>The chicken piceces in it was clearly noticeable that it was frozen. It was not smooth and hard to eat too.<br/><br/>Finally we got our finisher or starter thru which we finished our lunch. starter was late because it was made with fresh chicken!!!<br/><br/>Let me not go to Meghana again!",1.5
Vjr Chowdhary,https://www.zoma.to/bqZGbK,"The food is brilliant and very filling. For vegetarians, try Paneer Biryani for once. Its out of the world. The Andhra Thali is also amazing. From what I have heard, chicken biryani is very flavor-full. I tried peeping in their kitchen and it was Spic-and-Span clean.",4.5
Teja Priyanka Yadav,https://www.zoma.to/KLQXar,"Ever since I moved to Bangalore, I have had an on-again-off-again affair with Meghana. While I was a regular at Meghana foods, Koramangala; it was a drive of 10 kms from where I live. But well, their biryani always made it worth for me.<br/><br/>I was more than elated when Meghana opened their outlet in Marathahalli but my first experience and every experience ever since has been kind of a let down. While I never had to wait for a table here, I feel that the quality of food served here isn't quite the same as the one in Koramangala.<br/><br/>Their home delivery option tests your patience and takes 2 hours to deliver on a weekend and 1 hour on weekday.<br/><br/>But complain as I might, I still religiously go here and get my share of Boneless chicken biryani with their chilli chicken (dry, chinese style) and butter milk. I also really like their Andhra thali, which comes complete with vulava chaaru.<br/><br/>Their service at the restaurant is speedy quick. Parking is always hard to find on that particular stretch of service road, you might get parking space near Ford showroom on the same side of the service road or you could park near 'More' on the opposite side and just cross the ORR.<br/><br/>Value for money - 4/5<br/>Will I go here again? - For the love of biryani, yes!",3.0
Ajay Damodaran,https://www.zoma.to/PkONmR,"I had gone along with a group of 12 people to Meghana Food's Marathahalli (Opposite Absolute Barbecue). The experience was pathetic to say the least.<br/><br/>We had ordered 2 plates of chicken 65 as starters and that's when the waiter recommended another starter by the name of Chicken Mangolia. He said that it's their special dish for the day and It's very popular. We thought we'll give it a try. Finally when the starter was served the so called ""Chicken Mangolia"" turned out to be a plate of old, stale and foul smelling chicken pieces. Most of the pieces were those that are normally not used for making curries or starters. <br/><br/>The tandoori rotis were cold and hard. We were waiting for a couple of friends to arrive so we requested them to bring the main course a little later. They were hellbent on bringing it immediately as if they were desperately waiting to feed us and leave for a movie or something. The service was miserable. It was evident that the dishes were all old since they didn't take more than 3 minutes to bring our starters.<br/><br/> I urge zomato to please blacklist this particular restaurant and request all fellow zomato users to avoid this restaurant unless you want to end up having a disastrous lunch/dinner.<br/><br/>Quality 1/5<br/><br/>Quantity 3.5/5<br/><br/>Cost 2.5/5<br/>Service 1/5<br/><br/>OVERALL 2/5",1.0
Akhil Gupta,https://www.zoma.to/XqxZZK,"*The Lord of Aroma and Flavor*<br/><br/>You enter the restaurant, take a flight of stairs and an aroma of spices hits you to awaken you. Then smartly dressed stewards lead you to your table. Almost every table has one guy who will permanently take care of your order, refilling water, etc.<br/><br/>Brilliant service with very courteous stewards. I'd like to give a special mention to all those who keep standing and take care of your every order and clear off the plates and get the finger bowls. All the stewards are very nice and they'll describe the dish and suggest you what to try.<br/><br/>The food is brilliant and very filling. For vegetarians, try Paneer Biryani for once. Its out of the world. The Andhra Thali is also amazing. <br/>From what I have heard, chicken biryani is very flavor-full.<br/><br/>I tried peeping in their kitchen and it was Spic-and-Span clean. <br/><br/>To sum up, If you are in the city, go and checkout this place for yourself. They are serving one of the best Biryanis. And for the Happy endings, there is a paan-waala just downstairs.",4.5
Abhisek Pradhan,https://www.zoma.to/DPzlvk,"Was there for the first time and looking at others mostly ordering biriyani even I followed suit and ordered boneless chicken biriyani. Service was very quick(biriyani orders are usually fast). The boneless chicken biriyani looked different from the usual biriyanis. It had a separately fried boneless chicken over the biriyani rice and it tasted reallyyyy yummmmmmmy(this shows how much I loved it). The fried chicken tasted so good I requested for some more gravy of it and the waiter was very kind to oblige. Would suggest everyone to try boneless biriyani atleast once, I bet you are gonna love it !!",4.5
Abhiroop Dutta,https://www.zoma.to/XqvDom,"Yet another savior for our late night deliveries to office. One plate of Meghana Biriyani is more than enough as they say.<br/>Somehow I felt that the quantity has reduced. However, I do believe they cannot match the quantity of local Hyderabad biriyani places.<br/>The quality was not as good as their koramangala or jayanagar branches.<br/>Quantity 3.5/5<br/>Quality 3.5/5<br/>Cost 3.5/5<br/>OVERALL 3.5/5",3.5
Ashmeer S,https://www.zoma.to/rRPlzg,This is the second outlet of Meghna Food I have personally visited.<br/><br/>We stuck to the famed boneless chicken biryani. Yes the servings are enough. Two plates served for three and there was enough for each one.<br/><br/>Service is tad slow and guess communication of staff an issue. However this outlet takes care of the inadequacy of space at Koramangala outlet.<br/><br/>Finding this could be a challenge. A better landmark is to check for Sony Centre.,3.0
Kish,https://www.zoma.to/KLakZB,After hearing some good feedback from some of our friends<br/>I picked up biryani here and like many restaurants in Marthahalli the biryani here is studded with full of colors and chicken pieces with no taste.Only good thing I found was the quantity of the food which is use less if its not tasty.<br/><br/>Bottom line :<br/><br/>Much hyped biryani joint in Marathahalli.,3.0
Sankhdeep Mitra,https://www.zoma.to/pdMkDG,"It's been a while since I remember leaving from a restaurant feeling truly satisfied on all counts--quality of food, value for money, ambience, service, and hygiene. Fortunately, Friday lunch with the team at Meghana Foods, Marathahalli delivered exactly that!<br/><br/>Our team of nine started proceedings with chicken pathani kabab, lemon chicken, and guntur chicken. Each item offered a distinct state and the pathani chicken kabab was the winner for me. <br/><br/>Billed as an Andhra biriyani place, we sampled a sizeable range of them--boneless chicken, Meghana's special, mutton, and prawn. <br/><br/>Each biriyani had a generous helping of meat, yes, even the prawn one! The meat and the masala is mostly on top and the fragrant rice is underneath. If you're expecting this Andhra biriyani to be the same as the one you get in a Nandhini or Nagarjuna, you're in for a surprise. Yes, it's spicy and served with generous bowls of raita and gravy, but that's where the similarity ends. It's tasty and unique--that's all that matters!  <br/><br/>Helpings of sugar, sprite, and coke inevitably followed. But nobody was complaining. <br/><br/>The staff did a phenomenal job at service despite the booming crowd. During lunch hours on Friday, the people waiting for a table will swell exponentially. So make sure you arrive no later than 12.30 PM if you hope to get a table without jostling for space. <br/><br/>In summary, this place is highly recommended and I'll certainly be going back for more.",4.0
Amogh Ravikumar,https://www.zoma.to/KLRkxA,"Went there in the afternoon Rush Hour.....There was a pretty big queue and we thought we were done for. But to our surprise the queue dissipated quickly and we were shown to our table in just 10 minutes. And the whole process of order receiving to serving is very efficient and quick. I am very impressed. <br/>Service: 4.5<br/>Food was delicious, especially meghanas special chicken biriyan and its very affordable considering its taste.<br/>Food : 3.5<br/>And dont think much about ambience if you go on weekday afternoons cuz its usually a busy area and obviously it gets crowded.<br/>Ambience: 3.5<br/>All in all I would say Go for it!!",4.0
Parvez Ahmad,https://www.zoma.to/AOlgeZ,Biryani was just yummy.. Happy with quality and Quantity.<br/>the first thing i like about the place is that you can choose to have your food in a banana leaf (Which is one very strong reason why i go there) / you can ask for a plate as well if you are not comfortable eating in a banana leaf.,4.0
Laxman,https://www.zoma.to/AOeroy,"The Veg Biryani is awesome here. The quantity was good enough so three Biryani fed us four full grown men.  The place is quite clean and best part is its not that expensive, infact its kinda cheap :) Thanks Meghana folks.",4.0
Varun Singh,https://www.zoma.to/ooYbnZ,"Good Place to Fill Youself Up !!!<br/><br/>We've been to 3 Meghna Biryanis and I like their consistency in taste and quantity.<br/>They've got a pretty good idea - Make the rice and top it with different toppings cooked separately, that leaves the rice quite dry and fluffy!!<br/><br/>Very Good Taste and if you are in a group you are in luck everyone can order different flavours and share the toppings, the rice is same for all anyways.<br/><br/>Great Taste and really huge quantities !!!",4.0
Saravanan,https://www.zoma.to/ooPgGk,"Timing:<br/>Never go on a weekend! You got to wait behind those who are eating, served quick and literally forced to eat quick & kicked out such that others can occupy your seat! And the same treatment continues for the next one too! <br/><br/>Service:<br/>They are running the restaurant more like Andhra Mess, prompt service is good! But need to give time to eat! The guy served me the whole Biriyani bowl, one shot. Starters comes along with Main course - sometimes even later.<br/><br/>Taste: <br/>When I was in BTM, I used to visit the Koramangala Branch almost every week. The Biriyani used to be so yummy. With more branches now, the taste has taken a hit. At Maratahalli branch, I didn't even feel that I am having Hyderabadi Biriyani - very dry, half-cooked rice. I ordered Lemon Chicken (my fav in Koramangala Branch), but they served something else. When asked, he said it is the right one!",2.5
Meetu Gupta,https://www.zoma.to/KLZXAM,"We heard a lot about Meghna Foods' Biryani and this weekend we were willing to have Biryani, so thought to try Biryani in Meghna Foods. We gave the order of<br/><br/>1 Chicken Kolhapuri<br/>1 Nati Biryani<br/>1 Butter Naan<br/><br/>The food was served on the banana leaves, as per the south Indian tradition.<br/><br/>Chicken Kolhapuri was very tasty specially the spices used to cook gravy was awesome. I loved the Chicken Kolhapuri there. Butter Naan was also fine. <br/><br/>Nati Biryani was amongst the specials to the day. It was suggested to us the waiter there. So we ordered on his recommendations. But we didn't find it great. It was an average.<br/><br/>Service was also little slow. The distance between two dinning tables were also quite close together. Mouth freshener and bill came to our table before we could have completed our dinner.<br/><br/>So, I ll give 3.5 stars to Meghna Foods Maratahalli on the scale of 5.",3.5
Ravi Teja,https://www.zoma.to/KLzvvB,Very nice food...<br/>Yummy... Never disappoints me...<br/>I love the biryani... And Andhra style chilli chicken... The north Indian curries are also good...,4.5
MELWIN,https://www.zoma.to/oowwae,"have tried the Meghna Special Chicken Biriyani a lots of time.. has enough quantity to fill your stomach.. spicy but felt it is a bit oily..<br/>enormous quantity of rice in home delivered biriyani, took 2 ppl to finish one biriyani ",4.0
Bharati Chauhan,https://www.zoma.to/PkBRvz,Had a biryani a couple of times in koramangala outlet. Therefore had a high expectations. Marathahalli outlet is a big let down..ordered veg and non veg biryani for take away.. to my surprise both came as non veg. I wonder how come the kitchen staff can take this so leniently. ,1.5
Aparajita Rao Das,https://www.zoma.to/qyLQON,"We strolled in around 2pm on a sunday afternoon and the place was packed choc-a-block. The wait time was about 15 mins. The service is really fast .<br/>Now coming to the food , we ordered the meghana special biriyani and chicken rost which was the dish of the day.<br/>The biriyani lived upto its name . But the chicken rost was extremely hot for our palate.<br/>Overall this place is good to grab an awesome biriyani without burning a whole in your pocket but not a place to have a fancy date.<br/>Food - 4/5 (1 point decreased for the extra spicy chicken rost)<br/>Service - 4/5<br/>VFM - 5/5Ambience - 3/5",4.0
Deepak Nayak,https://www.zoma.to/DPZPlL,"The food is absolutely awesome. I have tried all types of biriyanis they serve and each time they are very tasty and better than the last time. Over the time I discovered they sell the chicken packets of boneless special biriyani separate for Rs 100. This was an absolute delight. Now a days I normally go and pick the chicken packets only if I want to eat light.<br/><br/>The only thing which is falling short of my expectation is the quantity. The quantity chicken in the packet has reduced significantly. It seems like Meghna has decided intentionally to reduce the quantity. No complaints on the quality, its still the best. Earlier two packs was enough for 3 people, but now we need to have 3. Please don't reduce the quantity, instead introduce the concept of family pack.",4.0
Rajan Pattjoshi,https://www.zoma.to/ZLLOXq,"Went with my friend.Ordered meghana special biryani,lollypop biryani and golden chicken was very good in taste.loved the taste and cost was average.",3.5
Gauraang,https://www.zoma.to/ZLkpkG,okay ! so i have been here multiple times and not once have i been disappointed... i have ordered random things from the menu and every dish has been a delight to my palate !!<br/><br/>the first thing i like about the place is that you can choose to have your food in a banana leaf (Which is one very strong reason why i go there) / you can ask for a plate as well if you are not comfortable eating in a banana leaf.<br/><br/>So here is the list:-<br/>I have tried 4 different types of biryanis here and they were ALL amazing !! a special mention to their mutton biryani... its one of the best mutton biryanis i have had in the city !! their meghana special biryani is bone chicken coated with egg and then served with the biryani rice which is also a great combo for those of you who lik to experiment with taste a little bit.<br/><br/>the Rayalsima Chicken (or any andhra style chicken they have) was well made... had a special delectable flavor to it but let me warn you.. its a little spicy and you might wanna order a fresh lime soda sweet on the sides if you are ordering anything from the andhra style chickens ;-) their lemon chicken is really good and one good things bout their biryani is that its a burst of different spices and tastes which are in good balance with no particular taste over bearing the other !!!!<br/><br/>its really economical with really good helpings !!! go there and eat !!! :D,4.5
Amrit Noronha,https://www.zoma.to/PkXqRN,"the best andhra food. we were hungry.. the food turned out to my yummy. at the end it was cheap on our pockets too. good food, good day... for five people the food was ridiculously cheap. keep it that way :)",4.5
Gautam,https://www.zoma.to/XqnwAe,We were very excited when heard bout that Meghana foods opened in marathalli. But with the quality of service specifically the parcel just bringing down the reputation . please try to improve the parcel service.,2.5
Sipra Bihari,https://www.zoma.to/rRwpgp,The boneless biryani is worth raving about. The andhra style chilli chicken bowled me over. The only problem is this place is always crowded and you would have to wait for sometime before you get a table. The quantity served for biryani is humongous. Have been eating from meghana since 2010 (started from the near JNC outlet) and still recommend it to every biryani lover.,4.0
Sravani Kumari,https://www.zoma.to/qyzwoA,"This review is only for their paneer biryani. What we got was a bowl of biryani rice and a bowl of Paneer curry. we had to mix them both to get paneer biryani. wierd !!  Big chunks of paneer in some red gravy. Full of oil and red chilli powder. there is no masala. just the red chilly powder i suppose. though it tasted good, should be named as paneer rice.... Mushroom starter was good though!",3.5
Saravanan,https://www.zoma.to/KBbLbP,One of the best biryani outlets in bangalore. The food is eccentric not to mention it's frugal pricing. The only disadvantage is the ambience hey you can't blame em when you have five hundred customers every hour.wonderful experience recommend to all. <br/>,4.0
Basu Raj Agrawal,https://www.zoma.to/ZkwqvX,"""Meghana's Biriyani - You haven't been there?""<br/><br/>Typically the first question any biriyani lover would ask you at Bangalore, but truly speaking, I wasn't very impressed by their quality of service, the food was good no doubt, but the service was just too lame! <br/>Had been on a friday afternoon and found it to be really rushy. They managed to give me a sit in one hour, for which they were not stretching on first come first serve but on number of people who have come with you! Something which none of us would love to see..<br/>Talking about the food, the Biriyani rice was similar in all varieties, only the extra serving which was either a pack of vegetables or chicken changed. Make sure you tell them to make it less spicy if you wish to before itself! The food came in after 20 minutes, I must say it was hot and good to taste, and covered up for most of the mistakes they did previously.<br/><br/>I prefer you order a home delivery with a gap of about 1 hour prior instead of visiting this place. Biriyani is their major serving which people go here for - Just in case you want some menu based suggestion , If you find something else interesting, do let me know too :)  !!",3.0
Sushovan,https://www.zoma.to/ZkwBmk,I had heard a lot about meghana's and i decided to try it out. So on a lazy Sunday afternoon me and my friend decided to go for take away. We order a Meghna special biriyani and a Butter chicken. The food was delivered to us in around 15 minutes.<br/>The chicken Biriyani was not as good as expected. The biriyani rice and the chicken came in two different packets. The rice was good but the chicken didn't taste good.<br/>The butter chicken also fell short of our expectation.<br/>Overall the food was below average.<br/>With Debashis Mohapatra,2.5
Anubhav Chitrey,https://www.zoma.to/okAGrD,"Had veg biryani, and would say that it was the closest to what we call an authentic hyderbadi biryani, best of all the places I ever had biryani in bangalore. Served on banana leaves, place was crowded but service was really quick and staff was very cooperative.",4.5
YUGANDAR PE,https://www.zoma.to/DLdopO,"One of the unfavorable food i experienced from Meghana foods in marathahalli, earlier meghana foods created its own idol in any kind of biriyani. But yesterday along with my few colleagues have visited meghanas food to get fine dine from them, but finally they disappointed us. The biryani which they served really its awful. The meghana 555 which they served really not fit to eat we have to through it in a junk. Ya finally i would like to tell that its so expensive too comparing with others. :(",1.0
Soumi Chaudhuri,https://www.zoma.to/KBXwQE,This place is newly opened in Marathalli and we went to have dinner on a Sunday evening. Previously I have tasted their Biriyani from their Kormangala outlet and it was really spicy and tasty. The place was crowded but we quickly got our table. We ordered Paneer Tikka for starters which was quiet spicy but tasty as well. The paneer was tender and juicy. For main course we ordered one Boneless Special Chicken Biriyani. The taste was not as great as I had experience previously and the quantity was also less. I am not sure whether it was only for the weekend or the overall service has gone down. However worth a try for the Biriyani lovers..,3.0
Arindam,https://www.zoma.to/rvXPYE,"I never dined in the marathalli one but ordered for home delivery. My first order was for chicken biriyani and chicken 555. I was a little disappointed with the chicken biriyani as the rice was not fresh and was smelling like very old rice. But the chicken 555 wasnice and unique in it taste. It will give you a taste similar to chicken alfam which is an afghani dish.<br/>The second time Iordered tandoori chicken and chicken biriyani. This time the biriyani was perfect just the way i was expecting and matched its cousin Kormangala's taste.<br/>Tandoori chicken was just ok nothing great.  From the limited visits to this place, i would rate the food as 4, ambience is 3, quality again a 3.5. <br/><br/>Dish of my recommendation - Chicken 555 and chicken biriyani (hyderabadi)",3.5
Ruchir Bhagat,https://www.zoma.to/PXoAbG,"Their biryani needs no mention. It's one the best biryani i have had. But the mutton was just ok, not what i was expecting from them. But something i really didn't like about this place were the waiters, rude and unfriendly. I have not experienced such waiters in any of the other Meghanas outlet. That apart, food was the same as any of their other branch. ",3.5
Anil Kumar,https://www.zoma.to/okbPZP,"I appriciate Hospitality, quick service.<br/>Bullet chicken is soft, you can try once but other Chicken items are bellow average...<br/>Fish biriyani is good, spicy and tasty....<br/>",3.5
Srikanta Raju,https://www.zoma.to/PXOzXK,"Went with my brother,ordered veg meals.<br/>The cost for the veg meal is so high and no good food.<br/>i have the worst veg meal in marathahalli,you can get a good veg meal in any andra style food restaurant under 50rs,but they are charging 135+tax for a single veg meal with 1 main course that also not good.<br/>Dont try veg here",1.0
Tonysv,https://www.zoma.to/Xeveom,A pretty neat place to be if you want to have food urgently.  Neatly kept. Good food. Only drawback I would say is about their serving as it's not properly planned and un trained men.. I definitely liked their idea of keeping the chicken on top of the rice and serving.  It definitely avoids confusion for the servers to divide the portion between people and avoid embarrassment by digging to find out a portion of meat. Meghna special was not as good as the normal biriyanis which was a bit disappointing. ... They are known for Biriyanis. .....No parking space ..hence please search for one for having food peacefully. ...,3.5
Laxman,https://www.zoma.to/pgrDBA,"Guys, <br/>Been to Meghana with friends on a crowded Sunday, <br/>As it is a andhra delicacy we thought of waiting for few minutes, <br/>This is one of the best place to try andhra food, all their special items wer good, orders gongura chicken, lemon chicken and fish fry, all wet good, <br/>I'm main course orderd Meghana special biryani, mutton  and chicken dum biryani, mutton was sold out but remaining wer superb but not spicy though, <br/>Overall a decent place to try andhra style food.",4.0
Varsha,https://www.zoma.to/AnLLzA,"One of the many opportunist who are there just to make quick money and have no idea of food. I was there at Meghana food Marathahalli. Ordered for Butter Chicken. It was full of chopped onions and tomatoes. Gravy was dry. It was horrible in taste. When I told them that this cannot be butter chicken they tried to convince me that this is how butter chicken is prepared. Biryani was also like any other shop, nothing great. Service was also extremely poor. Would not recommend  anyone to go there.",1.0
Krishna Patil,https://www.zoma.to/qeZzbo,"Meghna Foods having their Special Biryani with Chinese type fried chicken with biryani rice, was not what I had expected. Though their Chicken 65 was quite tasty and I would have enjoyed it more only if it had more of meat on the pieces. Even the glasses had to be changed twice as they were oily and not clean and I just refused to have water in an semi cleaned glass. Even the cold drinks where not Cold as they had run out of stock from the freezer, so I wonder how it was even called a cold drink.<br/><br/>Probably they were having a bad day but it ruined my meal at least.",2.0
Aju Nair,https://www.zoma.to/XegzwL,"I can easily tell, this is one of the best biriyani's in Bangalore..we have ordered Meghana Special Biriyani, Chicken Bonless biriyani and Meghana Chicken 555...Due to the good quantity we had Chicken Bonless biriyani and we asked the waiter to pack Meghana special biriyani..Service was good, I didnt find the Meghana chicken 555 in the menu and I read some good review regarding the same dish here in zomato..I was asking for Meghana Chicken 55 and the waiter was not understanding and he was asking me again and again..in the end I understood that it is 555 not 55..haaha..Again this is one of the good place where we can get authentic hyderabadi biriyani..",4.0
Udian Patel,https://www.zoma.to/XegQrm,"I heard a lot about this place from my friends. Went there yesterday. I was not disappointed. I had the standard andhra vegetarian lunch. The pappu, curry and chutney was excellent. I was a little disappointed by the sambhar and rasam. <br/><br/>My daughter had chicken curry and it was tasty. Overall a value for money place and I am sure I will visit them often.<br/>",3.5
Anish,https://www.zoma.to/okGXPe,"It happened quite accidentally that I dropped in here. Ordered for the Meghana Special Biriyani and Chicken Lollipop. I should say that all Biriyani lovers must definitely pay a visit to this place. The Biriyani tasted quite different with its special combination of spices. The mix of Rice and Chicken is a speciality of this place. And above all, the quantity served was worth the price. Chicken Lollipop was tender and crisp. Nothing more...taste it for yourself.<br/><br/>Overall, a fine experience and would love to get back to Meghana for the Biriyani.",3.5
Vikas Suman,https://www.zoma.to/ZkZZbP,A true value for money meal can be enjoyed here.<br/>Me and my friend had a full course delicious lunch under rs.500 which is quite rare in bangalore now a days.<br/>The serving is done over banana leaves which really amazed me.<br/>Food and service was great.<br/>Overall a nice place for family meals.,3.0
K PAVAN,https://www.zoma.to/rvEbeM,"The best andhra style food in Bangalore, I have ever tasted. Bit costly, but value for your money.",4.5
Lakshmi Narayanan,https://www.zoma.to/pgewzn,"I went there with my frnd for full andhra meal. I was a bit hesitant as I like pure veg places but this place was serving non veg also. Nevertheless, I found the food decent, in fact good and the price for the service and ambience as reasonable. The taste was authentic Andhra stuff. I have now decided to convince my family to visit it along with me next time.",4.0
Suhaib Anayat,https://www.zoma.to/AnNOkn,"Went there one weekday afternoon and it was full, waited for half an hour for a place. Coming to food, very authentic andhra food, brilliant biryani and chicken rayal seema is a must. If you are looking for a place of reasonable price with great food then it's the one.",4.0
Benil Babu Mathew,https://www.zoma.to/PYNMNB,Went here on sat afternoon to have some good biriyani.. Well ! Sad to say but I was disappointed .. Had 'kattikondu' or some thing like that they serve specially on weekends .. It was 185 and had lots of chicken pieces .. But the pieces were hard and most of it were bones ! I hardly found any flesh ! The rice was ok.. But not upto the standard of a good Biriyani ! Nevertheless the service was good ! ,2.5
Pooja Laksh,https://www.zoma.to/AKPbqP,"Had been here with family for lunch on a busy saturday afternoon. Even at 2:30 there was lot of people waiting. After waiting for ten mins found a place to sit love the plaintain leaf experience. I ordered for full meals, paneer manchurian, nati kodi fry. Service was quick food was not hot except for the rice. The aloo fry was very bad since it was not hot almost hard like rubber. The dal and tamrind curry was very good. Food was not very spicy sweet was very bad milk paysaam. For 139/- per meal quality needs improvement.",3.5
Sunil Shekar,https://www.zoma.to/XnzzYd,One of the worst service and worst ever food. I have had 3 times and all 3 times i had to vomit after my dinner. Too much of oil and added colour. ,1.5
Michael Bonaparte,https://www.zoma.to/qvoqdo,"Went to Meghana Marathalli, all the way from Ramamurthy Nagar based on the hyped feed back given by many of my friends. DISAPPOINTED.... I specifically asked them for biriyani which was not of hyderabadi type, rice and gravy mixed and they gave me a similar biriyani.   Bought chicken and mutton biriyani.. Mutton was not soft... its typically same rice mixed with different types of meat... If you ask for boneless chicken its given with biriyani rice. There was no flavor in the rice...  I feeel its better to have it at Ambur biriyani at roadside than to have it here... Also its not worth the price at all.. I get a similar hyderabadi biriyani at curries and pickles for much lesser price...",2.5
Franklin Muthusami,https://www.zoma.to/DNeKxA,Hi... had been there for a lunch on a  weekday. Ordered boneless biriyani. Was good. Flavour was consistent. Chicken well cooked. Serves 3 for order qty 2. Satisfies the need for ordering a dry item too. One good point is they dont charge extras as service charge & Vat.<br/>Good ambience. Even the busy hour was catered well by the bearers.,3.5
