url,name,rating,source_page,rank,discovered_at_utc
https://www.zomato.com/bangalore/caf-77-east-taj-bangalore-devanahalli,Café 77 East - Taj Bangalore,4.7,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,11,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/here-now-hsr,Here & Now,4.7,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,12,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/alloro-the-oterra-electronic-city-bangalore,Alloro - The Oterra,4.7,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,13,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/azuki-japan-travel-bistro-and-sake-richmond-town-bangalore,Azuki Japan Travel Bistro And Sake,4.7,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,14,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block,Fenny's Lounge And Kitchen,4.6,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,15,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-royal-afghan-itc-windsor-sankey-road-bangalore,The Royal Afghan - ITC Windsor,4.6,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,16,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/soi-sake-taj-bangalore-devanahalli,Soi & Sake - Taj Bangalore,4.6,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,17,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/wabi-sabi-the-oberoi-mg-road-bangalore,Wabi Sabi - The Oberoi,4.6,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,18,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/le-cirque-signature-the-leela-palace-airport-road,Le Cirque Signature - The Leela Palace,4.6,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,19,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/blue-ginger-the-taj-west-end-race-course-road,Blue Ginger - The Taj West End,4.6,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,20,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/mahjong-room-welcomhotel-by-itc-hotels-richmond-road-bangalore,Mahjong Room - WelcomHotel By ITC Hotels,4.6,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,21,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/amintiri-church-street-bangalore,Amintiri,4.6,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,22,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/over-coffee-cafe-wine-bar-lavelle-road-bangalore,Over Coffee Cafe & Wine Bar,4.6,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,23,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/roastea-koramangala-4th-block-bangalore,Roastea,4.6,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,24,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore,Kappa Chakka Kandhari,4.6,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,25,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/nasi-and-mee-residency-road-bangalore,Nasi And Mee,4.6,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,26,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/lavonne-domlur-bangalore,Lavonne,4.6,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,27,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/radio-bar-bellandur-bangalore,Radio Bar,4.6,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,28,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/jolly-johnnys-bar-2-koramangala-6th-block-bangalore,Jolly Johnny's Bar,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,29,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/float-brewery-kalyan-nagar-bangalore,Float Brewery,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,30,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/miso-sexy-indiranagar-bangalore,Miso Sexy,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,31,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/oyster-bar-kitchen-hsr-bangalore,Oyster Bar & Kitchen,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,32,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/gladia-brewery-kitchen-sarjapur-road-bangalore,Gladia Brewery & Kitchen,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,33,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/daddy-indiranagar-bangalore,Daddy,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,34,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/hard-rock-cafe-whitefield-bangalore,Hard Rock Cafe,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,35,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore,1131 Bar + Kitchen By House Of Commons,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,36,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/hakuna-matata-jp-nagar,Hakuna Matata,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,37,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/pangeo-brigade-road-bangalore,Pangeo,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,38,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/tbc-sky-lounge-hsr-bangalore,TBC- Sky Lounge,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,39,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore,District 6 Pub Brewery & Kitchen,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,40,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/macaw-by-stories-bommanahalli-bangalore,Macaw By Stories,4.5,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,41,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/karavalli-the-gateway-hotel-residency-road,Karavalli - The Gateway Hotel,4.5,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,42,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/celeste-by-mindescapes-1-koramangala-3rd-block-bangalore,Celeste By Mindescapes,4.5,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,43,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/jamavar-the-leela-palace-airport-road,Jamavar - The Leela Palace,4.5,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,44,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/north-star-cafe-hsr-bangalore,North Star Cafe,4.5,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,45,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/kana-by-coffee-mechanics-hbr-layout-bangalore,Kana By Coffee Mechanics,4.5,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,46,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-kind-roastery-brew-room-jp-nagar-bangalore,The Kind Roastery & Brew Room,4.5,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,47,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/nuage-indiranagar-bangalore,Nuage,4.5,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,48,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block-bangalore,The Hole In The Wall Cafe,4.5,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,49,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/cafe-petriqor-jp-nagar-bangalore,Cafe Petriqor,4.5,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,50,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/east-the-oterra-electronic-city,East- The Oterra,4.5,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,51,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore,BLR Brewing Co.,4.5,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,52,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/pecos-stones-indiranagar-bangalore,Pecos Stones,4.4,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,53,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/underdoggs-hebbal-sahakara-nagar-bangalore,Underdoggs Hebbal,4.4,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,54,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/native-bar-and-indian-kitchen-indiranagar-bangalore,Native Bar and Indian Kitchen,4.4,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,55,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/stories-bar-kitchen-hsr-bangalore,Stories Bar & Kitchen,4.4,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,56,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/far-east-four-seasons-hotel-rt-nagar-bangalore,Far & East - Four Seasons Hotel,4.4,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,57,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/muro-church-street-bangalore,Muro,4.4,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,58,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/feast-sheraton-grand-bangalore-hotel-at-brigade-gateway-malleshwaram-bangalore,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,4.4,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,59,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore,Quattro - The Leela Bhartiya City Bengaluru,4.4,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,60,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/lemaire-patisserie-basavanagudi-bangalore,Lemaire Patisserie,4.4,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,61,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/breads-and-banter-aecs-layout-bangalore,Breads And Banter,4.4,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,62,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/cafe-plume-indiranagar-bangalore,Cafe Plume,4.4,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,63,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/lupa-mg-road-bangalore,LUPA,4.4,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,64,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/record-room-mg-road-bangalore,Record Room,4.4,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,65,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/1947-hennur-bangalore,1947,4.4,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,66,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/kopitiam-lah-indiranagar-bangalore,Kopitiam Lah,4.4,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,67,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore,Murphy's Brewhouse - The Paul Bangalore,4.4,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,68,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/matsuri-the-chancery-hotel-lavelle-road-bangalore,Matsuri - The Chancery Hotel,4.4,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,69,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/yazu-pan-asian-supper-club-st-marks-road-bangalore,Yazu Pan Asian Supper Club,4.4,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,70,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/harima-residency-road,Harima,4.4,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,71,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore,Mykos Craft Kitchen & Bar,4.4,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,72,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/cafe-zubaan-koramangala-6th-block-bangalore,Cafe Zubaan,4.4,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,73,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/lazy-suzy-indiranagar,Lazy Suzy,4.4,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,74,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/mannheim-craft-brewery-whitefield-bangalore,Mannheim Craft Brewery,4.4,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,75,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/nido-craft-kitchen-bar-sahakara-nagar-bangalore,Nido Craft Kitchen & Bar,4.4,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,76,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/tall-oaks-seegehalli-bangalore,Tall Oaks,4.4,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,77,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/chavadi-native-kitchen-community-cafe-bannerghatta-road-bangalore,Chavadi Native Kitchen Community Cafe,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,78,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/xoox-brewmill-1-koramangala-7th-block-bangalore,XOOX Brewmill,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,79,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/gatsby-bannerghatta-road-bangalore,Gatsby,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,80,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-yard-brookefield-bangalore,The Yard,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,81,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore,The Soda Factory,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,82,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/skyroot-by-tof-bannerghatta-road-bangalore,Skyroot by TOF,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,83,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/helens-place-1-marathahalli-bangalore,Helen's Place,4.3,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,84,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/shiro-lavelle-road,Shiro,4.3,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,85,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road,JW Kitchen - JW Marriott Bengaluru,4.3,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,86,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/spice-terrace-jw-marriott-lavelle-road,Spice Terrace - JW Marriott,4.3,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,87,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/cur8-four-seasons-hotel-rt-nagar-bangalore,CUR8 - Four Seasons Hotel,4.3,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,88,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/lush-renaissance-hotel-race-course-road-bangalore,Lush - Renaissance Hotel,4.3,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,89,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/154-breakfast-club-koramangala-4th-block-bangalore,154 Breakfast Club,4.3,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,90,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/trayam-hennur-bangalore,Trayam,4.3,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,91,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/sidewalk-cafe-bar-the-paul-bangalore-domlur-bangalore,Sidewalk Cafe & Bar - The Paul Bangalore,4.3,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,92,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/kebapci-1-kanakapura-road-bangalore,Kebapci,4.3,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,93,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-conservatory-shanti-nagar-bangalore,The Conservatory,4.3,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,94,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/oia-3-hennur-bangalore,Oia,4.3,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,95,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/nusa-varthur-main-road-whitefield-bangalore,Nusa,4.3,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,96,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/parka-resto-bar-kalyan-nagar-bangalore,Parka Resto Bar,4.2,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,97,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/bobs-bar-1-indiranagar-bangalore,Bob's Bar,4.2,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,98,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/sky-garden-whitefield-bangalore,Sky Garden,4.2,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,99,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/skydeck-by-sherlocks-mg-road-bangalore,SkyDeck By Sherlock's,4.2,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,100,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/grasshopper-bannerghatta-road,Grasshopper,4.2,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,101,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/citrus-the-leela-palace-airport-road,Citrus - The Leela Palace,4.2,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,102,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/f5-hilton-embassy-manyata-business-park-nagawara-bangalore,F5 - Hilton Embassy Manyata Business Park,4.2,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,103,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/tiamo-conrad-bengaluru-ulsoor,Tiamo - Conrad Bengaluru,4.2,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,104,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/2443-the-oterra-electronic-city,24@43 - The Oterra,4.2,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,105,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore,Kazé,4.2,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,106,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/kuuraku-brigade-road-bangalore,Kuuraku,4.2,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,107,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block,Hungry Hippie,4.1,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,108,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/the-italian-bar-at-la-gioia-1-indiranagar-bangalore,The Italian Bar at La Gioia,4.1,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,109,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/double-up-hilton-embassy-manyata-business-park-nagawara-bangalore,Double Up - Hilton Embassy Manyata Business Park,4.1,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,110,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/hod-house-of-dopamine-koramangala-7th-block-bangalore,HOD - House Of Dopamine,4.1,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,111,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/skyro-nagarbhavi-bangalore,Skyro,4.1,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,112,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/flo-church-street-bangalore,Flo,4.1,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,113,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/lotus-pavilion-itc-gardenia-richmond-road-bangalore,Lotus Pavilion - ITC Gardenia,4.1,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,114,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/atlas-world-cafe-vividus-hotel-gandhi-nagar-bangalore,Atlas World Cafe - Vividus Hotel,4.1,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,115,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/chebel-jp-nagar-bangalore,CHEBEL,4.1,https://www.zomato.com/bangalore/great-breakfasts?sort=rating&page=1,116,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/taiki-1-indiranagar-bangalore,Taiki,4.1,https://www.zomato.com/bangalore/omakase-bars?sort=rating&page=1,117,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/cafe-azzure-mg-road,Cafe Azzure,4.1,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,118,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/toca-brigade-terrace-mg-road-bangalore,Toca Brigade & Terrace,4.1,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,119,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore,Magique,4.0,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,120,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/hamilton-whitefield-bangalore,Hamilton,4.0,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,121,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/mirage-st-marks-road-bangalore,Mirage,4.0,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,122,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/dont-tell-mama-1-hsr-bangalore,Don't Tell Mama,4.0,https://www.zomato.com/bangalore/best-bars-and-pubs?sort=rating&page=1,123,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/loya-taj-west-end-1-race-course-road-bangalore,Loya - Taj West End,4.0,https://www.zomato.com/bangalore/fine-dining-restaurants?sort=rating&page=1,124,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/naru-noodle-bar-shanti-nagar-bangalore,Naru Noodle Bar,4.0,https://www.zomato.com/bangalore/iconic-restaurants?sort=rating&page=1,125,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/ulta-tawa-new-bel-road-bangalore,Ulta Tawa,3.9,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,126,2026-04-19T15:52:48.328430+00:00
https://www.zomato.com/bangalore/bastian-garden-city-st-marks-road-bangalore,Bastian Garden City,3.8,https://www.zomato.com/bangalore/picturesque-cafes-insta-worthy?sort=rating&page=1,127,2026-04-19T15:52:48.328430+00:00
