Area Found,Restaurant Name,Rating,Cuisine,Price,Link
Attibele,The Polo Club - The Oberoi,N/A,"American, North Indian, European, Tex-Mex","₹3,500 for two",https://www.zomato.com/bangalore/the-polo-club-the-oberoi-mg-road-bangalore/info
Attibele,Cafe Rome,N/A,"Italian, Burger, Pizza, Pasta, Sandwich, Bakery, Desserts, Beverages",₹600 for two,https://www.zomato.com/bangalore/cafe-rome-sahakara-nagar-bangalore/info
Attibele,Tart Cafe,N/A,"Cafe, Coffee, Beverages, Fast Food, Healthy Food, Italian, Bakery",₹800 for two,https://www.zomato.com/bangalore/tart-cafe-2-brigade-road-bangalore/info
Attibele,Tasting Room - Bengaluru Oota Company,N/A,Mangalorean,"₹6,000 for two",https://www.zomato.com/bangalore/tasting-room-bengaluru-oota-company-ulsoor-bangalore/info
Attibele,Malties - Radisson Blu,N/A,"Continental, North Indian, Asian, Sandwich, Burger, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/malties-radisson-blu-marathahalli-bangalore/info
Attibele,The Drawing Room By Smoke House Deli,N/A,"Continental, Italian, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/the-drawing-room-by-smoke-house-deli-indiranagar-bangalore/info
Attibele,Poonam Sweets,N/A,Mithai,₹250 for two,https://www.zomato.com/bangalore/poonam-sweets-banashankari/info
Attibele,Yataii - Shangri-La Hotel,N/A,"Japanese, Sushi, Desserts, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/yataii-shangri-la-hotel-1-vasanth-nagar-bangalore/info
Attibele,Copitas - Four Seasons Hotel,N/A,"Bar Food, Continental, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/copitas-four-seasons-hotel-rt-nagar-bangalore/info
Attibele,O.G. Variar & Sons,N/A,"Bakery, Desserts",₹200 for two,https://www.zomato.com/bangalore/o-g-variar-sons-rajajinagar/info
Attibele,Byg Brewski Brewing Company,N/A,"North Indian, Continental, Asian, Pasta, Burger, Fast Food, Desserts, Pizza","₹2,300 for two",https://www.zomato.com/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore/info
Attibele,PHURR,N/A,"Salad, Asian, Chinese, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/phurr-jayanagar-bangalore/info
Attibele,Ishaara,N/A,"Biryani, North Indian, Kebab, Mughlai, Desserts","₹2,100 for two",https://www.zomato.com/bangalore/ishaara-hebbal-bangalore/info
Attibele,Brik Oven - Woodfired Pizzas,N/A,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-church-street-bangalore/info
Attibele,Bombay Brasserie,N/A,"Modern Indian, Biryani, Fast Food, Desserts, Tea","₹2,700 for two",https://www.zomato.com/bangalore/bombay-brasserie-malleshwaram-bangalore/info
Attibele,YouMee,N/A,"Chinese, Asian, Sushi, Japanese, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/youmee-jakkur-bangalore/info
Attibele,Toscano,N/A,"Italian, Pizza, Pasta, Continental, Seafood, Steak, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/toscano-koramangala-7th-block/info
Attibele,Salt - Indian Restaurant Bar & Grill,N/A,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-hosur-road-bangalore/info
Attibele,Malgudi Mylari Mane,N/A,"Biryani, South Indian","₹1,300 for two",https://www.zomato.com/bangalore/malgudi-mylari-mane-1-koramangala-5th-block-bangalore/info
Attibele,The Studio Cafe,N/A,Cafe,₹700 for two,https://www.zomato.com/bangalore/the-studio-cafe-jayanagar-bangalore/info
Attibele,The Indian Eatery,N/A,"Chinese, Mughlai","₹1,100 for two",https://www.zomato.com/bangalore/the-indian-eatery-4-kalyan-nagar-bangalore/info
Attibele,YUKI,N/A,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts","₹2,200 for two",https://www.zomato.com/bangalore/yuki-koramangala-5th-block-bangalore/info
Attibele,The Buzz House,N/A,"Continental, South Indian, North Indian, Chinese, Salad, Fast Food","₹1,500 for two",https://www.zomato.com/bangalore/the-buzz-house-sarjapur-road-bangalore/info
Attibele,Nakkshatra by Nagarjuna,N/A,"Asian, North Indian, Chinese, Mughlai, Bar Food, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/nakkshatra-by-nagarjuna-marathahalli-bangalore/info
Attibele,Paris Panini - Gourmet Sandwiches & Wraps,N/A,"Sandwich, Wraps, Pasta, Salad, Desserts, Continental",₹700 for two,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-kalyan-nagar-bangalore/info
Attibele,Sanchez,N/A,"Mexican, Beverages, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/sanchez-nagawara-bangalore/info
Attibele,Ssaffron - Shangri-La Hotel,N/A,"Modern Indian, North Indian, Finger Food, Beverages, Desserts","₹6,000 for two",https://www.zomato.com/bangalore/ssaffron-shangri-la-hotel-vasanth-nagar-bangalore/info
Attibele,Singapore Street,N/A,"Singaporean, Thai, Sushi, Asian, Korean, Indonesian, Desserts, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/singapore-street-2-kammanahalli-bangalore/info
Attibele,Hops Haus Taproom,N/A,"North Indian, Continental, American, Pizza, Chinese, Desserts, Sandwich, Salad","₹1,500 for two",https://www.zomato.com/bangalore/hops-haus-taproom-rt-nagar-bangalore/info
Attibele,Sriracha,N/A,"Asian, Oriental, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/sriracha-nagawara-bangalore/info
Attibele,Vegan Vogue,N/A,"North Indian, Italian, Continental, Chinese, Desserts, Tea, Juices, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/vegan-vogue-indiranagar-bangalore/info
Attibele,Alloro - The Oterra,N/A,"Italian, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/alloro-the-oterra-electronic-city-bangalore/info
Attibele,Conçu,N/A,"Cafe, Fast Food",₹500 for two,https://www.zomato.com/bangalore/con%C3%A7u-indiranagar-bangalore/info
Attibele,Arbor Brewing Company,N/A,"American, Continental, Fast Food, Beverages","₹2,600 for two",https://www.zomato.com/ArborBrewIndia/info
Attibele,Nasi And Mee,N/A,"Asian, Japanese, Singaporean, Malaysian, Thai, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/nasi-and-mee-bellandur-bangalore/info
Attibele,The Fatty Bao,N/A,"Asian, Sushi, Japanese, Chinese","₹1,400 for two",https://www.zomato.com/bangalore/the-fatty-bao-indiranagar-bangalore/info
Attibele,Perch Wine and Coffee Bar,N/A,"Cafe, Coffee, Beverages, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/perch-wine-and-coffee-bar-hebbal-bangalore/info
Attibele,MISU,N/A,"Chinese, Asian, Thai, Japanese","₹2,300 for two",https://www.zomato.com/bangalore/misu-ashok-nagar-bangalore/info
Attibele,Salvadores,N/A,"Continental, Pasta, Salad, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/salvadores-mg-road-bangalore/info
Attibele,Klaa Kitchen,N/A,"Goan, Seafood, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/klaa-kitchen-indiranagar-bangalore/info
Attibele,The Salad Studio,N/A,"Salad, Healthy Food, Sandwich, Pasta, Grilled Chicken, Fast Food, Continental",₹400 for two,https://www.zomato.com/bangalore/the-salad-studio-koramangala-5th-block-bangalore/info
Attibele,Anupam's Coast II Coast,N/A,South Indian,"₹2,000 for two",https://www.zomato.com/bangalore/anupams-coast-ii-coast-mahadevapura-bangalore/info
Attibele,Azuki Japan Travel Bistro And Sake,N/A,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/azuki-japan-travel-bistro-and-sake-richmond-town-bangalore/info
Attibele,Brahmin's Coffee Bar,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/brahmins-coffee-bar-basavanagudi/info
Attibele,Arogya Ahaara,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/arogya-ahaara-hsr/info
Attibele,Fika Sip Savor,N/A,"Coffee, Desserts, Healthy Food, Salad, Sandwich","₹1,000 for two",https://www.zomato.com/bangalore/fika-sip-savor-sahakara-nagar-bangalore/info
Attibele,Earthen Delicacies,N/A,"North Indian, Mughlai, Chinese, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/earthen-delicacies-jakkur-bangalore/info
Attibele,Memories of China - Taj MG Road Bengaluru,N/A,"Seafood, Chinese","₹3,500 for two",https://www.zomato.com/bangalore/memories-of-china-taj-mg-road-bengaluru-mg-road-bangalore/info
Attibele,Mangalore Pearl - Seafood Restaurant,N/A,"Mangalorean, Seafood, Desserts",₹500 for two,https://www.zomato.com/bangalore/mangalore-pearl-seafood-restaurant-ulsoor-bangalore/info
Attibele,Mangalore Pearl - Seafood Restaurant,N/A,"Mangalorean, Seafood, Desserts, Beverages",₹850 for two,https://www.zomato.com/bangalore/mangalore-pearl-seafood-restaurant-1-ulsoor-bangalore/info
Attibele,Café 77 East - Taj Bangalore,N/A,"Continental, American, South Indian, North Indian, European, Street Food, Fast Food, Italian","₹3,100 for two",https://www.zomato.com/bangalore/caf-77-east-taj-bangalore-devanahalli/info
Attibele,Sea Rock,N/A,"Mangalorean, Mughlai, Chinese, Seafood, Biryani, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/sea-rock-seshadripuram/info
Attibele,Sri Venkateshwara Sweetmeat Stall,N/A,"Mithai, Street Food, Fast Food, North Indian",₹400 for two,https://www.zomato.com/bangalore/sri-venkateshwara-sweetmeat-stall-majestic/info
Attibele,Natural Ice Cream,N/A,"Ice Cream, Shake",₹300 for two,https://www.zomato.com/bangalore/natural-ice-cream-koramangala-1st-block/info
Attibele,Sri Laxmi Venkateshwara Coffee Bar,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/sri-laxmi-venkateshwara-coffee-bar-banashankari/info
Attibele,Fabindia Cafe,N/A,"Beverages, North Indian, Street Food, Desserts","₹1,400 for two",https://www.zomato.com/bangalore/fabindia-cafe-koramangala-2nd-block/info
Attibele,Fogg Lounge,N/A,"Continental, Italian, Chinese, Pasta, Pizza, Burger, Shake, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/fogg-lounge-btm-bangalore/info
Attibele,Karavali Fine Dine,N/A,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian",₹500 for two,https://www.zomato.com/bangalore/karavali-fine-dine-koramangala-7th-block-bangalore/info
Attibele,Hotel Tom's Restaurant,N/A,"Mangalorean, North Indian, Seafood, Chinese, Biryani","₹1,400 for two",https://www.zomato.com/bangalore/hotel-toms-restaurant-brigade-road-bangalore/info
Attibele,Dali & Gala,N/A,"Burmese, Fusion","₹3,000 for two",https://www.zomato.com/bangalore/dali-gala-mg-road-bangalore/info
Attibele,Seta,N/A,"Asian, Mediterranean","₹3,600 for two",https://www.zomato.com/bangalore/seta-domlur-bangalore/info
Attibele,Dum Pukht - ITC Windsor,N/A,Awadhi,"₹6,000 for two",https://www.zomato.com/bangalore/dum-pukht-itc-windsor-sankey-road-bangalore/info
Attibele,Saffron Radisson Blu Outer Ring Road,N/A,"North Indian, Biryani, Mughlai, Desserts","₹3,000 for two",https://www.zomato.com/bangalore/saffron-radisson-blu-outer-ring-road-marathahalli-bangalore/info
Attibele,Soka,N/A,"Bar Food, Continental","₹2,000 for two",https://www.zomato.com/bangalore/soka-indiranagar-bangalore/info
Attibele,Here & Now,N/A,"Fast Food, Sandwich, Continental, Burger, American, Beverages, Shake, Hot dogs","₹1,100 for two",https://www.zomato.com/bangalore/here-now-hsr/info
Attibele,Taaza Thindi,N/A,"South Indian, Beverages",₹100 for two,https://www.zomato.com/bangalore/taaza-thindi-jayanagar/info
Attibele,Auora,N/A,"Beverages, Healthy Food",₹400 for two,https://www.zomato.com/bangalore/auora-koramangala-2nd-block-bangalore/info
Attibele,German BrezelHaus - Bakery & Bistro,N/A,"Bakery, German, Coffee, Continental, Cafe, Burger, Pizza, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/german-brezelhaus-bakery-bistro-1-indiranagar-bangalore/info
Attibele,Moplah's,N/A,"Kerala, Biryani, Seafood, Beverages, Ice Cream, Desserts","₹2,500 for two",https://www.zomato.com/bangalore/moplahs-koramangala-5th-block-bangalore/info
Attibele,Suku Japanese And Thai Restaurant,N/A,"Japanese, Thai, Sushi, Salad, Desserts, Beverages",₹800 for two,https://www.zomato.com/bangalore/suku-japanese-and-thai-restaurant-hsr-bangalore/info
Attibele,The Reservoire,N/A,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹1,600 for two",https://www.zomato.com/bangalore/the-reservoire-1-indiranagar-bangalore/info
Attibele,Flax Café,N/A,"Healthy Food, Continental, Coffee, Beverages, Wraps, Pasta, Burger, Desserts","₹1,400 for two",https://www.zomato.com/bangalore/flax-caf%C3%A9-1-indiranagar-bangalore/info
Attibele,Ranch,N/A,"North Indian, Italian, Continental, Fast Food, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/ranch-nelamangala-town-bangalore/info
Attibele,Roastea,N/A,"Coffee, Beverages, Italian, European",₹600 for two,https://www.zomato.com/bangalore/roastea-koramangala-4th-block-bangalore/info
Attibele,Amintiri,N/A,"Desserts, Bakery, Fast Food, Beverages, Pasta, Italian, Cafe, Finger Food","₹1,100 for two",https://www.zomato.com/bangalore/amintiri-church-street-bangalore/info
Attibele,Cafe Grey By Dongle & Co,N/A,"Cafe, Coffee, Beverages, Continental, Pizza, Italian, Salad, Desserts","₹1,200 for two",https://www.zomato.com/bangalore/cafe-grey-by-dongle-co-indiranagar-bangalore/info
Attibele,Cajsa - ITC Gardenia,N/A,International,"₹3,500 for two",https://www.zomato.com/bangalore/cajsa-itc-gardenia-residency-road-bangalore/info
Attibele,Daily Sushi,N/A,"Sushi, Rolls, Korean, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/daily-sushi-whitefield-bangalore/info
Attibele,Shao- Radisson Blu Outer Ring Road,N/A,"Chinese, Thai, Japanese, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/shao-radisson-blu-outer-ring-road-marathahalli-bangalore/info
Attibele,Communiti,N/A,"American, Continental, European, Italian, Oriental, Burger, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/communiti-brigade-road-bangalore/info
Attibele,Radio Bar,N/A,"Bar Food, North Indian, Seafood, Chinese, Pizza, Italian, Desserts, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/radio-bar-bellandur-bangalore/info
Attibele,The Lotus Oriental - The Leela Bhartiya City,N/A,"Thai, Oriental, Japanese, Asian, Desserts, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/the-lotus-oriental-the-leela-bhartiya-city-jakkur-bangalore/info
Attibele,Turkish Souk,N/A,"Turkish, BBQ, Lebanese, North Indian","₹1,600 for two",https://www.zomato.com/bangalore/turkish-souk-rajarajeshwari-nagar-bangalore/info
Attibele,Bob's Bar,N/A,"Bar Food, Finger Food, Beverages, Sandwich, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/bobs-bar-richmond-road-bangalore/info
Attibele,House Of Commons,N/A,"Bar Food, Fast Food, North Indian, Continental, Seafood, Italian, Chinese, Desserts","₹1,200 for two",https://www.zomato.com/bangalore/house-of-commons-hsr-bangalore/info
Attibele,The Kind Roastery & Brew Room,N/A,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta",₹800 for two,https://www.zomato.com/bangalore/the-kind-roastery-brew-room-bellandur-bangalore/info
Attibele,Mainland China,N/A,"Chinese, Asian, Seafood, Sushi, Bar Food, Beverages","₹2,300 for two",https://www.zomato.com/bangalore/mainland-china-whitefield/info
Attibele,Vembanad - The Paul Bangalore,N/A,"Kerala, Seafood, Desserts","₹3,200 for two",https://www.zomato.com/bangalore/vembanad-the-paul-bangalore-domlur-bangalore/info
Attibele,Brewsom Coffee,N/A,"Cafe, Coffee, Shake, Fast Food, Sandwich",₹600 for two,https://www.zomato.com/bangalore/brewsom-coffee-kalyan-nagar-bangalore/info
Attibele,Therpup Resort,N/A,"Continental, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/therpup-resort-sarjapur-road-bangalore/info
Attibele,The Royal Afghan - ITC Windsor,N/A,"North Indian, Afghan","₹7,000 for two",https://www.zomato.com/bangalore/the-royal-afghan-itc-windsor-sankey-road-bangalore/info
Attibele,Copper Chimney,N/A,"Desserts, Juices, Beverages, North Indian, Mughlai, Biryani, Kebab","₹1,600 for two",https://www.zomato.com/bangalore/copper-chimney-electronic-city-bangalore/info
Attibele,Kyba- Sushi Dim Sums & More,N/A,"Chinese, Thai, Sushi, Japanese, Asian, Seafood, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/kyba-sushi-dim-sums-more-sahakara-nagar-bangalore/info
Attibele,Yauatcha,N/A,"Chinese, Asian, Seafood, Desserts","₹3,000 for two",https://www.zomato.com/bangalore/yauatcha-mg-road/info
Attibele,Nothing Before Coffee,N/A,"Cafe, Coffee, Desserts, Tea, Shake, Beverages",₹350 for two,https://www.zomato.com/bangalore/nothing-before-coffee-2-residency-road-bangalore/info
Attibele,Espressoulster Coffee,N/A,"Cafe, Coffee, Bakery, Beverages, Continental, Desserts, Pasta, Sandwich",₹660 for two,https://www.zomato.com/bangalore/espressoulster-coffee-2-koramangala-4th-block-bangalore/info
Attibele,Tastique,N/A,"North Indian, Chinese, Beverages, Street Food","₹1,500 for two",https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info
Attibele,Mahjong Room - WelcomHotel By ITC Hotels,N/A,Chinese,"₹1,400 for two",https://www.zomato.com/bangalore/mahjong-room-welcomhotel-by-itc-hotels-richmond-road-bangalore/info
Attibele,Core @BLVD Club,N/A,"European, Modern Indian, Oriental, North Indian, Desserts, Burger","₹2,200 for two",https://www.zomato.com/bangalore/core-@blvd-club-yelahanka-bangalore/info
Attibele,InAzia - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,N/A,"Asian, Chinese, Thai, Beverages","₹5,000 for two",https://www.zomato.com/bangalore/inazia-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info
Attibele,The Filter Coffee,N/A,"South Indian, Coffee, Beverages, Street Food",₹600 for two,https://www.zomato.com/bangalore/the-filter-coffee-sadashiv-nagar-bangalore/info
Attibele,The Green Door Coffee House,N/A,"Cafe, Coffee, Continental, Beverages",₹650 for two,https://www.zomato.com/bangalore/the-green-door-coffee-house-shanti-nagar-bangalore/info
Attibele,Lavonne,N/A,"Cafe, Desserts, Bakery, Beverages, Pasta, Burger","₹1,300 for two",https://www.zomato.com/bangalore/lavonne-sarjapur-road-bangalore/info
Attibele,Lobby Lounge - Sheraton Grand Brigade Gateway,N/A,"Salad, Sandwich, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/lobby-lounge-sheraton-grand-brigade-gateway-malleshwaram-bangalore/info
Attibele,Ajji House by Subko,N/A,"Coffee, Cafe, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/ajji-house-by-subko-shanti-nagar-bangalore/info
Attibele,Blue Tokai Coffee Roasters,N/A,"Cafe, Coffee, Beverages",₹500 for two,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-domlur-bangalore/info
Attibele,We: Neighborhood,N/A,"North Indian, Continental, Burger, Pizza, Pasta, Biryani, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/we-neighborhood-banaswadi-bangalore/info
Attibele,Kappa Chakka Kandhari,N/A,"Kerala, South Indian, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore/info
Attibele,Sattvam,N/A,"North Indian, Chinese, Continental, South Indian, Asian, Indo-Chinese, Fast Food","₹1,960 for two",https://www.zomato.com/bangalore/sattvam-whitefield-bangalore/info
Attibele,Dolphins - Kitchen,N/A,"Chinese, Mughlai, North Indian, Mangalorean","₹1,000 for two",https://www.zomato.com/bangalore/dolphins-kitchen-frazer-town-bangalore/info
Attibele,Maffei Kitchen,N/A,"Lebanese, Greek, Moroccan, Desserts, Pizza, Seafood, Alcoholic Beverages, Beverages","₹2,400 for two",https://www.zomato.com/bangalore/maffei-kitchen-1-koramangala-5th-block-bangalore/info
Attibele,Chinita Real Mexican Food,N/A,"Mexican, Salad, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/chinita-real-mexican-food-indiranagar/info
Attibele,Wabi Sabi - The Oberoi,N/A,"Asian, Chinese","₹6,000 for two",https://www.zomato.com/bangalore/wabi-sabi-the-oberoi-mg-road-bangalore/info
Attibele,Salone Ceylon By Harpo,N/A,"Seafood, Desserts, Sri Lankan","₹1,000 for two",https://www.zomato.com/bangalore/salone-ceylon-by-harpo-devanahalli/info
Attibele,Grill Daddy,N/A,"Continental, Pizza, Burger, Sandwich, Steak, Desserts, Shake, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/grill-daddy-hsr-bangalore/info
Attibele,Coal Spark,N/A,"North Indian, Seafood, BBQ, Chinese, Mughlai, Arabian, Mandi, Biryani","₹1,500 for two",https://www.zomato.com/bangalore/coal-spark-hsr-bangalore/info
Attibele,Boteco Restaurante Brasileiro,N/A,"Brazilian, South American, European, Finger Food, Desserts, Coffee, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-ashok-nagar-bangalore/info
Attibele,Tuk Tuk Thai - Pure Veg Asian Fine Dine,N/A,"Thai, Asian, Chinese, Desserts, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/tuk-tuk-thai-pure-veg-asian-fine-dine-whitefield-bangalore/info
Attibele,SGS Non Veg - Gundu Pulav,N/A,"Biryani, Kebab",₹500 for two,https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-1-electronic-city-bangalore/info
Attibele,Nila,N/A,Modern Indian,"₹8,000 for two",https://www.zomato.com/bangalore/nila-ulsoor-bangalore/info
Attibele,Le Cirque Signature - The Leela Palace,N/A,"French, Italian, Desserts","₹7,000 for two",https://www.zomato.com/bangalore/le-cirque-signature-the-leela-palace-airport-road/info
Attibele,Jamavar by the Pool,N/A,"North Indian, Kebab","₹7,000 for two",https://www.zomato.com/bangalore/jamavar-by-the-pool-airport-road-bangalore/info
Attibele,CUR8 - Four Seasons Hotel,N/A,"European, Italian, Pizza, North Indian, Salad","₹6,500 for two",https://www.zomato.com/bangalore/cur8-four-seasons-hotel-rt-nagar-bangalore/info
Attibele,Dakshin - ITC Windsor,N/A,South Indian,"₹6,500 for two",https://www.zomato.com/bangalore/dakshin-itc-windsor-sankey-road/info
Attibele,Farmlore,N/A,"Continental, European, Beverages, Desserts","₹6,500 for two",https://www.zomato.com/bangalore/farmlore-yelahanka-bangalore/info
Attibele,B Café - Shangri-La Hotel,N/A,"North Indian, Italian, Chinese, Japanese, Bar Food, Beverages","₹6,000 for two",https://www.zomato.com/bangalore/b-caf%C3%A9-shangri-la-hotel-vasanth-nagar-bangalore/info
Attibele,Caraway Kitchen,N/A,"Asian, Continental, North Indian, Desserts, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/caraway-kitchen-ulsoor-bangalore/info
Attibele,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,N/A,"Continental, South Indian, North Indian, Desserts, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info
Attibele,Cubbon Pavilion - ITC Gardenia,N/A,"European, Continental, Chinese, Thai, South Indian, North Indian, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/cubbon-pavilion-itc-gardenia-residency-road-bangalore/info
Attibele,Kebabs & Kurries - ITC Gardenia,N/A,"North Indian, Kebab, Seafood","₹5,500 for two",https://www.zomato.com/bangalore/kebabs-kurries-itc-gardenia-residency-road-bangalore/info
Attibele,Oakleaf,N/A,"Asian, European, North Indian, Fast Food, Desserts, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/oakleaf-whitefield/info
Attibele,JW Kitchen - JW Marriott Bengaluru,N/A,"North Indian, Continental, Mughlai, Beverages, Desserts, Asian","₹5,000 for two",https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road/info
Attibele,The Raj Pavilion - ITC Windsor,N/A,"North Indian, Continental, Asian, Oriental","₹5,000 for two",https://www.zomato.com/bangalore/the-raj-pavilion-itc-windsor-sankey-road/info
Attibele,Far & East - Four Seasons Hotel,N/A,"Asian, Chinese, Japanese, Thai","₹5,000 for two",https://www.zomato.com/bangalore/far-east-four-seasons-hotel-rt-nagar-bangalore/info
Attibele,IZU,N/A,Japanese,"₹5,000 for two",https://www.zomato.com/bangalore/izu-residency-road-bangalore/info
Attibele,Spice Terrace - JW Marriott,N/A,"North Indian, Mughlai, Desserts","₹5,000 for two",https://www.zomato.com/bangalore/spice-terrace-jw-marriott-lavelle-road/info
Attibele,Aaleeshan,N/A,"Modern Indian, Biryani, Beverages","₹5,000 for two",https://www.zomato.com/bangalore/aaleeshan-devanahalli/info
Attibele,Alba - JW Marriott Bengaluru,N/A,"European, Desserts","₹5,000 for two",https://www.zomato.com/bangalore/alba-jw-marriott-bengaluru-lavelle-road/info
Attibele,Tomo Kei,N/A,"Japanese, South American","₹5,000 for two",https://www.zomato.com/bangalore/tomo-kei-whitefield-bangalore/info
Attibele,Soi & Sake - Taj Bangalore,N/A,"Chinese, Japanese","₹4,900 for two",https://www.zomato.com/bangalore/soi-sake-taj-bangalore-devanahalli/info
Attibele,Tamarind - Taj,N/A,"Awadhi, Rajasthani, Seafood, Mughlai","₹4,800 for two",https://www.zomato.com/bangalore/tamarind-taj-devanahalli/info
Attibele,Alto Vino - Bengaluru Marriott Hotel Whitefield,N/A,"Italian, Continental, Beverages","₹4,800 for two",https://www.zomato.com/bangalore/alto-vino-bengaluru-marriott-hotel-whitefield-whitefield/info
Attibele,Layla: An Indian-Terrannean Love Story,N/A,"Mediterranean, Desserts","₹4,500 for two",https://www.zomato.com/bangalore/layla-an-indian-terrannean-love-story-whitefield-bangalore/info
Attibele,B'lore 45 The Bar - Courtyard By Marriott,N/A,"North Indian, Beverages","₹4,500 for two",https://www.zomato.com/bangalore/blore-45-the-bar-courtyard-by-marriott-hebbal-bangalore/info
Attibele,Katana,N/A,"Japanese, Beverages","₹4,500 for two",https://www.zomato.com/bangalore/katana-indiranagar-bangalore/info
Attibele,ParTTwo,N/A,"Bar Food, Asian","₹4,500 for two",https://www.zomato.com/bangalore/parttwo-lavelle-road-bangalore/info
Attibele,Terra - Mulberry Shades Bengaluru Nandi Hills,N/A,"South Indian, Beverages","₹4,500 for two",https://www.zomato.com/bangalore/terra-mulberry-shades-bengaluru-nandi-hills-devanahalli/info
Attibele,Nazaara,N/A,"North Indian, Desserts","₹4,500 for two",https://www.zomato.com/bangalore/nazaara-hebbal-bangalore/info
Attibele,Whitefield Bar and Grill - Bengaluru Marriott Hotel Whitefield,N/A,"Continental, Burger, BBQ","₹4,400 for two",https://www.zomato.com/bangalore/whitefield-bar-and-grill-bengaluru-marriott-hotel-whitefield-whitefield/info
Attibele,Lush - Renaissance Hotel,N/A,"North Indian, Continental, Chinese, Fast Food, South Indian, Asian, Italian, Desserts","₹4,200 for two",https://www.zomato.com/bangalore/lush-renaissance-hotel-race-course-road-bangalore/info
Attibele,Kazé,N/A,"Japanese, Sushi, Thai, Asian, Desserts, Beverages","₹4,000 for two",https://www.zomato.com/bangalore/kaz%C3%A9-1-lavelle-road-bangalore/info
