Area Found,Restaurant Name,Rating,Cuisine,Price,Link
Anjanapura,BLR Brewing Co.,N/A,"North Indian, Continental, Asian, Chinese, Pizza","₹1,600 for two",https://www.zomato.com/bangalore/blr-brewing-co-1-kanakapura-road-bangalore/info
Anjanapura,Street Storyss,N/A,"Modern Indian, Street Food, Asian, Italian, Salad, Chinese, Beverages, Desserts","₹1,600 for two",https://www.zomato.com/bangalore/street-storyss-kanakapura-road-bangalore/info
Anjanapura,Sadda Punjabi Dhaba,N/A,"North Indian, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/sadda-punjabi-dhaba-kanakapura-road-bangalore/info
Anjanapura,Brik Oven - Woodfired Pizzas,N/A,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-kanakapura-road-bangalore/info
Anjanapura,Chianti,N/A,"Italian, Pizza, Pasta, Desserts, Salad","₹2,200 for two",https://www.zomato.com/bangalore/chianti-kanakapura-road-bangalore/info
Anjanapura,The Big Barbeque,N/A,"Biryani, North Indian, Chinese, Ice Cream, Mangalorean, Fast Food, Salad, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/the-big-barbeque-bannerghatta-road-bangalore/info
Anjanapura,The Palms Brew & Kitchen,N/A,"Modern Indian, North Indian","₹2,500 for two",https://www.zomato.com/bangalore/the-palms-brew-kitchen-jp-nagar-bangalore/info
Anjanapura,Brahma Brews,N/A,"Asian, North Indian, South Indian","₹2,500 for two",https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore/info
Anjanapura,Hakuna Matata,N/A,"North Indian, Asian, Seafood, Chinese, Biryani, Fast Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/hakuna-matata-jp-nagar/info
Anjanapura,UTK - United Telugu Kitchens,N/A,"Andhra, Chinese, South Indian, Biryani, Kebab, Hyderabadi, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/utk-united-telugu-kitchens-1-kanakapura-road-bangalore/info
Anjanapura,YouMee,N/A,"Chinese, Asian, Momos, Sushi, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/youmee-uttarahalli-bangalore/info
Anjanapura,Ironhill Kanakapura road,N/A,"North Indian, Pizza, Fast Food","₹1,500 for two",https://www.zomato.com/bangalore/ironhill-kanakapura-road-kumaraswamy-layout-bangalore/info
Anjanapura,SECTOR 144 JP NAGAR,N/A,"North Indian, Chinese, South Indian, Biryani, Pizza","₹2,000 for two",https://www.zomato.com/bangalore/sector-144-jp-nagar-1-jp-nagar-bangalore/info
Anjanapura,Chai Point,N/A,Tea,₹400 for two,https://www.zomato.com/bangalore/chai-point-1-bannerghatta-road/info
Anjanapura,Topic Craft Bar & Kitchen,N/A,"Continental, Beverages, Biryani","₹1,000 for two",https://www.zomato.com/bangalore/topic-craft-bar-kitchen-2-kanakapura-road-bangalore/info
Anjanapura,Kake Di Hatti,N/A,"Kebab, Beverages, North Indian, Continental, Ice Cream, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/kake-di-hatti-2-kanakapura-road-bangalore/info
Anjanapura,Zed The Baker,N/A,"Desserts, Continental, Pizza, Bakery, Cake",₹900 for two,https://www.zomato.com/bangalore/zed-the-baker-kanakapura-road-bangalore/info
Anjanapura,Social Crust,N/A,"Continental, Pizza, Fast Food, Coffee, Cafe",₹400 for two,https://www.zomato.com/bangalore/social-crust-kanakapura-road-bangalore/info
Anjanapura,Coffee Brewery,N/A,"Coffee, Sandwich, Fast Food, Tea, Ice Cream, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/coffee-brewery-7-banashankari-bangalore/info
Anjanapura,Pure & Sure Organic Cafe & Store,N/A,"North Indian, Italian, Fast Food, Burger, Sandwich, Salad, Coffee, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/pure-sure-organic-cafe-store-kanakapura-road-bangalore/info
Anjanapura,Taco Bell,N/A,"Street Food, Fast Food, Mexican",₹600 for two,https://www.zomato.com/bangalore/taco-bell-kanakapura-road-bangalore/info
Anjanapura,Sstella Kitchen And Bar,N/A,"Asian, Chinese, Japanese, Rolls, Afghan, Fast Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/sstella-kitchen-and-bar-bannerghatta-road-bangalore/info
Anjanapura,MAYURA NATI MANE,N/A,"South Indian, Biryani, Kebab, Mughlai",₹400 for two,https://www.zomato.com/bangalore/mayura-nati-mane-kanakapura-road-bangalore/info
Anjanapura,The Soya Chaap Co.,N/A,North Indian,₹400 for two,https://www.zomato.com/bangalore/the-soya-chaap-co-bannerghatta-road-bangalore/info
Anjanapura,Coffea,N/A,"Cafe, Coffee, Sandwich, Pizza, Pasta, Fast Food, Beverages",₹500 for two,https://www.zomato.com/bangalore/coffea-bannerghatta-road-bangalore/info
Anjanapura,Ragi To Raga,N/A,"Italian, Healthy Food, South Indian, Pasta",₹600 for two,https://www.zomato.com/bangalore/ragi-to-raga-1-kanakapura-road-bangalore/info
Anjanapura,Beijing Bites,N/A,"Chinese, Asian, Thai, Seafood, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/beijing-bites-kanakapura-road-bangalore/info
Anjanapura,Punjab Grill,N/A,"North Indian, Kebab, Biryani, Mughlai","₹2,000 for two",https://www.zomato.com/bangalore/punjab-grill-kanakapura-road-bangalore/info
Anjanapura,India Sweet House,N/A,"Street Food, Mithai",₹600 for two,https://www.zomato.com/bangalore/india-sweet-house-jp-nagar-bangalore/info
Anjanapura,Lemon Leaf,N/A,"North Indian, Mughlai, Biryani, Chinese, Seafood, Pizza, Pasta, Salad","₹1,400 for two",https://www.zomato.com/bangalore/lemon-leaf-kanakapura-road-bangalore/info
Anjanapura,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",N/A,"Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",₹700 for two,https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-uttarahalli-bangalore/info
Anjanapura,Biggies Burger,N/A,"Burger, American, Fast Food, Wraps, Beverages, Shake",₹400 for two,https://www.zomato.com/bangalore/biggies-burger-4-bannerghatta-road-bangalore/info
Anjanapura,Bong Kolkata By Healthy We Eat,N/A,"Bengali, North Indian, Chinese, Sichuan, Salad, Fast Food, Beverages",₹450 for two,https://www.zomato.com/bangalore/bong-kolkata-by-healthy-we-eat-2-bannerghatta-road-bangalore/info
Anjanapura,Gen G Boutique Cafe & Bistro,N/A,"Fast Food, Cafe, Beverages, Continental, Coffee, Tea, Shake, European",₹600 for two,https://www.zomato.com/bangalore/gen-g-boutique-cafe-bistro-uttarahalli-bangalore/info
Anjanapura,Mandi Pete Mysore Palav,N/A,Biryani,₹600 for two,https://www.zomato.com/bangalore/mandi-pete-mysore-palav-kanakapura-road-bangalore/info
Anjanapura,Zorko,N/A,"Pizza, Burger, Sandwich, Pasta, Fast Food, Street Food, Shake, Beverages",₹300 for two,https://www.zomato.com/bangalore/zorko-uttarahalli-bangalore/info
Anjanapura,Meltin Desires,N/A,"Sandwich, Ice Cream, Shake",₹300 for two,https://www.zomato.com/bangalore/meltin-desires-uttarahalli-bangalore/info
Anjanapura,Malabar Mess,N/A,"Kerala, South Indian, Chinese",₹250 for two,https://www.zomato.com/bangalore/malabar-mess-bannerghatta-road/info
Anjanapura,Compass Zone,N/A,"North Indian, Chinese, Pizza, Pasta, Fast Food, Italian, Shake, Beverages",₹300 for two,https://www.zomato.com/bangalore/compass-zone-1-jp-nagar-bangalore/info
Anjanapura,MANA BHIMAVARAM,N/A,"North Indian, Andhra, Biryani",₹300 for two,https://www.zomato.com/bangalore/mana-bhimavaram-3-bannerghatta-road-bangalore/info
Anjanapura,Onesta,N/A,"Pizza, Sandwich, Pasta, Fast Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/onesta-kanakapura-road-bangalore/info
Anjanapura,Smoor,N/A,"Desserts, Cake, Bakery, Asian","₹1,200 for two",https://www.zomato.com/bangalore/smoor-kanakapura-road-bangalore/info
Anjanapura,Aadam's Ruchikoottu,N/A,"South Indian, Kerala, Biryani, Fast Food, North Indian, Seafood, Beverages, Ice Cream",₹500 for two,https://www.zomato.com/bangalore/aadams-ruchikoottu-bannerghatta-road-bangalore/info
Anjanapura,Muthappa's Kitchen,N/A,"South Indian, Mughlai, Biryani, Chinese",₹450 for two,https://www.zomato.com/bangalore/muthappas-kitchen-jp-nagar-bangalore/info
Anjanapura,Gowdru Baduta,N/A,"South Indian, Biryani",₹400 for two,https://www.zomato.com/bangalore/gowdru-baduta-kanakapura-road-bangalore/info
Anjanapura,Kongsi Tea Bar – Authentic Thai Bubble Tea,N/A,Beverages,₹400 for two,https://www.zomato.com/bangalore/kongsi-tea-bar-authentic-thai-bubble-tea-kanakapura-road-bangalore/info
Anjanapura,Green Bean Coffee,N/A,"Cafe, Coffee, Beverages, Fast Food",₹800 for two,https://www.zomato.com/bangalore/green-bean-coffee-2-kanakapura-road-bangalore/info
Anjanapura,Lohiya's Kitchen,N/A,"North Indian, Street Food",₹150 for two,https://www.zomato.com/bangalore/lohiyas-kitchen-jp-nagar-bangalore/info
Anjanapura,The Creamery,N/A,"Bakery, Street Food",₹650 for two,https://www.zomato.com/bangalore/the-creamery-1-bannerghatta-road-bangalore/info
Anjanapura,Regalia Pizzeria,N/A,"Fast Food, Chinese, Pizza, Burger, Sandwich, Momos, Rolls, Desserts",₹300 for two,https://www.zomato.com/bangalore/regalia-pizzeria-bannerghatta-road-bangalore/info
Anjanapura,Fusion 23 Cafe,N/A,"South Indian, Fast Food, Chinese, Street Food, North Indian, Juices, Shake",₹250 for two,https://www.zomato.com/bangalore/fusion-23-cafe-1-bannerghatta-road-bangalore/info
Anjanapura,Boba Bhai - Bubble Tea & Korean Street Food,N/A,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",₹600 for two,https://www.zomato.com/bangalore/boba-bhai-bubble-tea-korean-street-food-kanakapura-road-bangalore/info
Anjanapura,Regional Cuisine,N/A,"South Indian, North Indian, Street Food, Sandwich",₹300 for two,https://www.zomato.com/bangalore/regional-cuisine-bannerghatta-road-bangalore/info
Anjanapura,Green Leaf Restaurant,N/A,"North Indian, Biryani",₹300 for two,https://www.zomato.com/bangalore/green-leaf-restaurant-bannerghatta-road-bangalore/info
Anjanapura,Calm Cup Cafe,N/A,"Shake, Juices, Finger Food",₹300 for two,https://www.zomato.com/bangalore/calm-cup-cafe-uttarahalli-bangalore/info
Anjanapura,House Of Candy,N/A,Desserts,₹200 for two,https://www.zomato.com/bangalore/house-of-candy-kumaraswamy-layout-bangalore/info
Anjanapura,Global Tea Cafe,N/A,"Coffee, Tea, Burger, Sandwich, Fast Food, Momos, Desserts, Beverages",₹300 for two,https://www.zomato.com/bangalore/global-tea-cafe-bommanahalli-bangalore/info
Anjanapura,Old Calcutta Diaries,N/A,"Indo-Chinese, Rolls, Biryani",₹300 for two,https://www.zomato.com/bangalore/old-calcutta-diaries-bannerghatta-road-bangalore/info
Anjanapura,Kolkata Karri,N/A,"North Indian, Chinese, Fast Food, Street Food, Beverages",₹400 for two,https://www.zomato.com/bangalore/kolkata-karri-bommanahalli-bangalore/info
Anjanapura,Go Desi Sweets & Snacks,N/A,"Bakery, Desserts",₹300 for two,https://www.zomato.com/bangalore/go-desi-sweets-snacks-kanakapura-road-bangalore/info
Anjanapura,The Humble Pie,N/A,"Bakery, Desserts, Waffle",₹200 for two,https://www.zomato.com/bangalore/the-humble-pie-banashankari-bangalore/info
Anjanapura,GUNTUR BIRYANI,N/A,Biryani,₹300 for two,https://www.zomato.com/bangalore/guntur-biryani-jp-nagar-bangalore/info
Anjanapura,New Kabab Plaza Family Restaurant,N/A,"Kebab, North Indian, Chinese, Sichuan, Rolls, Beverages",₹500 for two,https://www.zomato.com/bangalore/new-kabab-plaza-family-restaurant-1-bannerghatta-road-bangalore/info
Anjanapura,KL 47 Restaurant,N/A,"South Indian, North Indian, Chinese, Biryani",₹500 for two,https://www.zomato.com/bangalore/kl-47-restaurant-bannerghatta-road-bangalore/info
Anjanapura,SK Family Restaurant,N/A,"Biryani, South Indian, Chinese, Mughlai, Seafood",₹350 for two,https://www.zomato.com/bangalore/sk-family-restaurant-2-bannerghatta-road-bangalore/info
Anjanapura,Ramya Bar And Restaurant,N/A,Fast Food,₹300 for two,https://www.zomato.com/bangalore/ramya-bar-and-restaurant-kanakapura-road-bangalore/info
Anjanapura,Lucky Chan - Dimsum & Sushi Parlour,N/A,"Chinese, Asian, Japanese, Sushi","₹1,500 for two",https://www.zomato.com/bangalore/lucky-chan-dimsum-sushi-parlour-kumaraswamy-layout-bangalore/info
Anjanapura,California Burrito,N/A,"Mexican, American, Continental, Healthy Food, Beverages, Fast Food",₹600 for two,https://www.zomato.com/bangalore/california-burrito-1-kanakapura-road-bangalore/info
Anjanapura,Take A Shake,N/A,"Shake, Coffee",₹200 for two,https://www.zomato.com/bangalore/take-a-shake-kanakapura-road-bangalore/info
Anjanapura,Hotel Mallaiah Paradise,N/A,"North Indian, Mughlai, Seafood, Biryani, Chinese, Fast Food, Ice Cream, Shake","₹1,000 for two",https://www.zomato.com/bangalore/hotel-mallaiah-paradise-kanakapura-road-bangalore/info
Anjanapura,Creamy Nuts,N/A,"Pizza, Street Food",₹250 for two,https://www.zomato.com/bangalore/creamy-nuts-jp-nagar-bangalore/info
Anjanapura,1966 - The Mumbai Cafe,N/A,"Street Food, Maharashtrian, Fast Food, Beverages, Gujarati",₹600 for two,https://www.zomato.com/bangalore/1966-the-mumbai-cafe-jp-nagar-bangalore/info
Anjanapura,Adithya Cafe - A2C,N/A,Fast Food,₹300 for two,https://www.zomato.com/bangalore/adithya-cafe-a2c-chandrasekarapura-bangalore/info
Anjanapura,Platform.65,N/A,"Andhra, North Indian, Mughlai, Chinese, Biryani, Ice Cream, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/platform-65-bannerghatta-road-bangalore/info
Anjanapura,Barrel House,N/A,"Biryani, North Indian, Chinese, Continental, Sichuan, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/barrel-house-3-bannerghatta-road-bangalore/info
Anjanapura,AMARAVATI RUCHULU,N/A,"Andhra, South Indian, Biryani, North Indian","₹1,100 for two",https://www.zomato.com/bangalore/amaravati-ruchulu-kanakapura-road-bangalore/info
Anjanapura,The Gongura Palace,N/A,"Andhra, North Indian, Chinese, Biryani, Ice Cream, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/the-gongura-palace-kanakapura-road-bangalore/info
Anjanapura,Nandhana Palace,N/A,"Biryani, Andhra, North Indian, Chinese, Desserts, Beverages, African","₹1,400 for two",https://www.zomato.com/bangalore/nandhana-palace-1-kanakapura-road-bangalore/info
Anjanapura,Aurea - Elevated Dine-in,N/A,"North Indian, Desserts, Pasta, Beverages, Biryani, Goan","₹1,500 for two",https://www.zomato.com/bangalore/aurea-elevated-dine-in-uttarahalli-bangalore/info
Anjanapura,Guru Greens,N/A,"North Indian, Mughlai, Chinese, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/guru-greens-bannerghatta-road/info
Anjanapura,Sasive,N/A,"South Indian, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/sasive-kanakapura-road-bangalore/info
Anjanapura,Magnolia Bakery,N/A,"Bakery, Desserts, Cake, Ice Cream, British, Beverages, American, Coffee",₹700 for two,https://www.zomato.com/bangalore/magnolia-bakery-kanakapura-road-bangalore/info
Anjanapura,Botanica,N/A,"North Indian, Chinese, Fast Food, Biryani, Pizza, Beverages, Finger Food","₹1,900 for two",https://www.zomato.com/bangalore/botanica-kanakapura-road-bangalore/info
Anjanapura,Rajdhani,N/A,"South Indian, North Indian, Rajasthani","₹1,000 for two",https://www.zomato.com/bangalore/rajdhani-uttarahalli-bangalore/info
Anjanapura,TROT - The Republic Of Taste,N/A,"Mexican, Beverages, Desserts",₹450 for two,https://www.zomato.com/bangalore/trot-the-republic-of-taste-kanakapura-road-bangalore/info
Anjanapura,Kebapci,N/A,"Turkish, Middle Eastern, Mediterranean, Desserts","₹1,700 for two",https://www.zomato.com/bangalore/kebapci-1-kanakapura-road-bangalore/info
Anjanapura,Barbeque Nation,N/A,"North Indian, BBQ, Kebab, Biryani","₹1,600 for two",https://www.zomato.com/bangalore/barbeque-nation-kanakapura-road-bangalore/info
Anjanapura,Cafe Vishala Bistro,N/A,"Cafe, Italian, Pizza, Beverages",₹850 for two,https://www.zomato.com/bangalore/cafe-vishala-bistro-1-kanakapura-road-bangalore/info
Anjanapura,Soofi Mandi Restaurant,N/A,"Biryani, Mandi, North Indian, Chinese, Salad, Fast Food","₹1,000 for two",https://www.zomato.com/bangalore/soofi-mandi-restaurant-bannerghatta-road-bangalore/info
Anjanapura,Kakal Kai Ruchi,N/A,"South Indian, North Indian, Chinese, Biryani, Desserts, Beverages",₹950 for two,https://www.zomato.com/bangalore/kakal-kai-ruchi-jp-nagar-bangalore/info
Anjanapura,Toast On Terrace,N/A,"North Indian, Chinese, Andhra, Fast Food, Continental, Italian, Biryani, Pizza","₹1,300 for two",https://www.zomato.com/bangalore/toast-on-terrace-kanakapura-road-bangalore/info
Anjanapura,WOW! Momo,N/A,"Momos, Chinese, Fast Food, Asian, Beverages",₹500 for two,https://www.zomato.com/bangalore/wow-momo-kumaraswamy-layout-bangalore/info
Anjanapura,Sharief Bhai Biryani,N/A,"Biryani, Shawarma, Kebab, Arabian, Rolls, Tea, Desserts, Beverages",₹300 for two,https://www.zomato.com/bangalore/sharief-bhai-biryani-kanakapura-road-bangalore/info
Anjanapura,Alchemy Bistro & Coffeehouse,N/A,"Coffee, Bakery, Cafe, Shake, Burger, International, Pizza, Pasta",₹300 for two,https://www.zomato.com/bangalore/alchemy-bistro-coffeehouse-uttarahalli-bangalore/info
Anjanapura,Theobroma,N/A,"Bakery, Desserts",₹500 for two,https://www.zomato.com/bangalore/theobroma-uttarahalli-bangalore/info
Anjanapura,Third Wave Coffee,N/A,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",₹900 for two,https://www.zomato.com/bangalore/third-wave-coffee-kanakapura-road-bangalore/info
Anjanapura,PRAGATHI BIRYANIS,N/A,"Biryani, North Indian, Chinese, Kebab",₹350 for two,https://www.zomato.com/bangalore/pragathi-biryanis-jp-nagar-bangalore/info
Anjanapura,Syons Cafe,N/A,"Italian, Continental, Asian, Chinese, Pizza, Pasta, Sandwich, Burger",₹700 for two,https://www.zomato.com/bangalore/syons-cafe-bannerghatta-road-bangalore/info
Anjanapura,Poornachandra Restaurant,N/A,"North Indian, Biryani, Chinese",₹700 for two,https://www.zomato.com/bangalore/poornachandra-restaurant-3-jp-nagar-bangalore/info
Anjanapura,Agarwal's Sweets And Snacks,N/A,"Mithai, Street Food, North Indian, Chinese, Fast Food, Beverages",₹300 for two,https://www.zomato.com/bangalore/agarwals-sweets-and-snacks-bannerghatta-road-bangalore/info
Anjanapura,Danapani,N/A,"North Indian, South Indian, Chinese, Street Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/danapani-2-jp-nagar-bangalore/info
Anjanapura,Flavour Of Shanghai,N/A,"Chinese, Thai, Seafood",₹450 for two,https://www.zomato.com/bangalore/flavour-of-shanghai-2-kanakapura-road-bangalore/info
Anjanapura,Ninan's Steakhouse,N/A,Steak,"₹1,600 for two",https://www.zomato.com/bangalore/ninans-steakhouse-jp-nagar-bangalore/info
Anjanapura,The Mermaid Pub,N/A,"North Indian, Street Food","₹1,200 for two",https://www.zomato.com/bangalore/the-mermaid-pub-kumaraswamy-layout-bangalore/info
Anjanapura,Snacko's,N/A,"Cafe, Coffee, Sandwich, Ice Cream, Tea, Shake",₹400 for two,https://www.zomato.com/bangalore/snackos-1-jp-nagar-bangalore/info
Anjanapura,Raju Gari Biryani,N/A,"Biryani, Andhra, North Indian, Chinese",₹600 for two,https://www.zomato.com/bangalore/raju-gari-biryani-bannerghatta-road-bangalore/info
Anjanapura,Burnout Cafe,N/A,"Pizza, North Indian, Shake, Continental, Beverages",₹850 for two,https://www.zomato.com/bangalore/burnout-cafe-kanakapura-road/info
Anjanapura,Gowdara Mudde Mane,N/A,"South Indian, North Indian, Biryani, Beverages",₹450 for two,https://www.zomato.com/bangalore/gowdara-mudde-mane-kanakapura-road/info
Anjanapura,Shree Chhappan Bhog,N/A,"Street Food, Burger, Chinese, Fast Food, North Indian",₹300 for two,https://www.zomato.com/bangalore/shree-chhappan-bhog-bannerghatta-road-bangalore/info
Anjanapura,Coffee Park,N/A,"Fast Food, Waffle, Desserts, Shake",₹400 for two,https://www.zomato.com/bangalore/coffee-park-1-kumaraswamy-layout-bangalore/info
Anjanapura,Onkar Kitchen,N/A,"North Indian, Chinese, Desserts",₹500 for two,https://www.zomato.com/bangalore/onkar-kitchen-bannerghatta-road-bangalore/info
Anjanapura,GOPIZZA,N/A,"Pizza, Fast Food, Beverages",₹500 for two,https://www.zomato.com/bangalore/gopizza-1-kanakapura-road-bangalore/info
Anjanapura,XO Belgian Waffle,N/A,Desserts,₹200 for two,https://www.zomato.com/bangalore/xo-belgian-waffle-bannerghatta-road-bangalore/info
Anjanapura,Gochick,N/A,"Burger, Fast Food, Pasta, Salad, Desserts, Shake, Beverages",₹600 for two,https://www.zomato.com/bangalore/gochick-jp-nagar-bangalore/info
Anjanapura,Nammura Hotel,N/A,South Indian,₹300 for two,https://www.zomato.com/bangalore/nammura-hotel-1-kanakapura-road-bangalore/info
Anjanapura,Cheers Parathas,N/A,"North Indian, Pizza, Fast Food, Beverages",₹350 for two,https://www.zomato.com/bangalore/cheers-parathas-kanakapura-road-bangalore/info
Anjanapura,The Green Village Restaurant,N/A,"North Indian, Biryani, Seafood, Chinese",₹300 for two,https://www.zomato.com/bangalore/the-green-village-restaurant-1-kanakapura-road-bangalore/info
Anjanapura,Al Aqsa,N/A,"North Indian, Biryani, Kebab, Seafood",₹400 for two,https://www.zomato.com/bangalore/al-aqsa-jp-nagar-bangalore/info
Anjanapura,Desi Indian Pizza,N/A,"Pizza, Fast Food",₹300 for two,https://www.zomato.com/bangalore/desi-indian-pizza-kumaraswamy-layout-bangalore/info
Anjanapura,Maneet Foods,N/A,"North Indian, Biryani",₹950 for two,https://www.zomato.com/bangalore/maneet-foods-1-kanakapura-road-bangalore/info
Anjanapura,Chef Bakers,N/A,"Bakery, Desserts",₹400 for two,https://www.zomato.com/bangalore/chef-bakers-1-kanakapura-road-bangalore/info
Anjanapura,Shanghai Court,N/A,"Chinese, Sichuan, Seafood, Thai, Malaysian, Desserts, Beverages",₹800 for two,https://www.zomato.com/bangalore/shanghai-court-jp-nagar/info
Anjanapura,Starbucks Coffee,N/A,"Cafe, Coffee, Desserts, Beverages",₹900 for two,https://www.zomato.com/bangalore/starbucks-coffee-kanakapura-road-bangalore/info
Anjanapura,Sri Sri Tattva Panchamrut,N/A,"North Indian, Healthy Food, Sandwich, Salad, Beverages, Shake, Juices",₹600 for two,https://www.zomato.com/bangalore/sri-sri-tattva-panchamrut-1-kanakapura-road-bangalore/info
Anjanapura,Art Of Coorg Drive In Cafe,N/A,"Street Food, Fast Food",₹600 for two,https://www.zomato.com/bangalore/art-of-coorg-drive-in-cafe-bannerghatta-road-bangalore/info
Anjanapura,Brews N Bites,N/A,"Fast Food, Sandwich, Chinese, Beverages",₹700 for two,https://www.zomato.com/bangalore/brews-n-bites-1-bannerghatta-road/info
Anjanapura,Jagli Tindi,N/A,"South Indian, Desserts",₹150 for two,https://www.zomato.com/bangalore/jagli-tindi-1-kumaraswamy-layout-bangalore/info
Anjanapura,Polar Bear Ice Cream Sundaes,N/A,"Ice Cream, Desserts, Shake, Beverages, Sandwich, Cake",₹400 for two,https://www.zomato.com/bangalore/polar-bear-ice-cream-sundaes-1-kanakapura-road-bangalore/info
Anjanapura,Green Chillies,N/A,"Chinese, Seafood, North Indian, Biryani, Mughlai, Kebab, South Indian",₹400 for two,https://www.zomato.com/bangalore/green-chillies-jp-nagar-bangalore/info
Anjanapura,Fish And Dish,N/A,"Mangalorean, Seafood",₹300 for two,https://www.zomato.com/bangalore/fish-and-dish-jp-nagar-bangalore/info
Anjanapura,Kabab Mehal,N/A,"Mughlai, North Indian, Chinese",₹400 for two,https://www.zomato.com/bangalore/kabab-mehal-jp-nagar/info
Anjanapura,Pizza-Man,N/A,"Pizza, Italian, Ice Cream, Desserts, Shake, Beverages",₹700 for two,https://www.zomato.com/bangalore/pizza-man-1-bannerghatta-road-bangalore/info
Anjanapura,7th Heaven Cakes And Desserts,N/A,"Bakery, Desserts, Cake, Italian, Pizza",₹400 for two,https://www.zomato.com/bangalore/7th-heaven-cakes-and-desserts-jp-nagar-bangalore/info
Anjanapura,Chats R Us,N/A,"Street Food, North Indian, Chinese",₹400 for two,https://www.zomato.com/bangalore/chats-r-us-2-kanakapura-road-bangalore/info
Anjanapura,KFC,N/A,"Burger, Rolls, Fast Food",₹500 for two,https://www.zomato.com/bangalore/kfc-1-jp-nagar-bangalore/info
Anjanapura,A2B - Adyar Ananda Bhavan,N/A,"South Indian, North Indian, Biryani, Chinese, Street Food, Sandwich, Ice Cream, Beverages",₹600 for two,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-kanakapura-road-bangalore/info
Anjanapura,The Vintage Diner,N/A,"Chinese, Thai, Sichuan",₹350 for two,https://www.zomato.com/bangalore/the-vintage-diner-kanakapura-road-bangalore/info
Anjanapura,The Baking Company,N/A,"Bakery, Pizza, Sandwich, Fast Food, Street Food, Tea, Coffee, Beverages",₹550 for two,https://www.zomato.com/bangalore/the-baking-company-jp-nagar-bangalore/info
Anjanapura,EasyBites by Empire,N/A,"Burger, Fast Food, Rolls, Sandwich",₹450 for two,https://www.zomato.com/bangalore/easybites-by-empire-kanakapura-road-bangalore/info
Anjanapura,Spicy Tandoor Palace,N/A,"North Indian, Chinese, Shawarma, Kebab, Biryani",₹500 for two,https://www.zomato.com/bangalore/spicy-tandoor-palace-kumaraswamy-layout-bangalore/info
Anjanapura,Rolls On Wheels - Shawarma & Wraps,N/A,"Rolls, Kebab, Fast Food, Wraps, Momos, Shawarma, Beverages, Desserts",₹500 for two,https://www.zomato.com/bangalore/rolls-on-wheels-shawarma-wraps-1-jp-nagar-bangalore/info
Anjanapura,Mad Over Donuts,N/A,"Desserts, Bakery, Beverages",₹400 for two,https://www.zomato.com/bangalore/mad-over-donuts-bannerghatta-road-bangalore/info
Anjanapura,Krishna Kuteera,N/A,"South Indian, North Indian, Street Food",₹350 for two,https://www.zomato.com/bangalore/krishna-kuteera-3-bannerghatta-road-bangalore/info
Anjanapura,Swad Kolhapuri,N/A,"Desserts, Kebab, Beverages, Maharashtrian","₹1,000 for two",https://www.zomato.com/bangalore/swad-kolhapuri-jp-nagar-bangalore/info
Anjanapura,Empire Restaurant - Since 1966,N/A,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood, Shawarma",₹950 for two,https://www.zomato.com/bangalore/empire-restaurant-since-1966-uttarahalli-bangalore/info
Anjanapura,Cakelicious,N/A,Desserts,₹300 for two,https://www.zomato.com/bangalore/cakelicious-3-bannerghatta-road-bangalore/info
Anjanapura,The Granios,N/A,"Pizza, Burger, Sandwich, Wraps, Fast Food, Desserts, Shake, Beverages",₹550 for two,https://www.zomato.com/bangalore/the-granios-bannerghatta-road-bangalore/info
Anjanapura,The Italian Spot,N/A,"Italian, Desserts",₹300 for two,https://www.zomato.com/bangalore/the-italian-spot-bannerghatta-road-bangalore/info
Anjanapura,Love Cafe,N/A,"Rolls, Fast Food, Street Food, Beverages",₹200 for two,https://www.zomato.com/bangalore/love-cafe-kanakapura-road-bangalore/info
