Area,Restaurant Name,Rating,Cuisine,Price,Link
Koramangala,Pinxx - Royal Orchid Central,N/A,"Continental, North Indian, Chinese, Sandwich, Asian, Desserts, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/pinxx-royal-orchid-central-mg-road-bangalore/info
Koramangala,Element3,N/A,"North Indian, Chinese, Biryani, Continental, Oriental, Mughlai","₹1,000 for two",https://www.zomato.com/bangalore/element3-indiranagar-bangalore/info
Koramangala,Kongsi Tea Bar – Authentic Thai Bubble Tea,N/A,Beverages,₹400 for two,https://www.zomato.com/bangalore/kongsi-tea-bar-authentic-thai-bubble-tea-bellandur-bangalore/info
Koramangala,EVO,N/A,"Asian, Chinese, North Indian, Desserts, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/evo-jayanagar-bangalore/info
Koramangala,Badmaash E-City,N/A,"North Indian, Biryani, Mughlai, Desserts, Kebab, Finger Food","₹1,000 for two",https://www.zomato.com/bangalore/badmaash-e-city-1-bommasandra-bangalore/info
Koramangala,Mayuri,N/A,"Andhra, Biryani, North Indian, Chinese, Desserts","₹1,300 for two",https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/info
Koramangala,Fifty50,N/A,Modern Indian,"₹2,000 for two",https://www.zomato.com/bangalore/fifty50-1-bellandur-bangalore/info
Koramangala,Skydeck Resto Pub & Kitchen,N/A,"North Indian, Chinese, Pizza, Biryani, Asian, Desserts, Beverages","₹1,150 for two",https://www.zomato.com/bangalore/skydeck-resto-pub-kitchen-rajarajeshwari-nagar-bangalore/info
Koramangala,HAVN RESTO BAR,N/A,"North Indian, South Indian, Chinese, Continental","₹1,800 for two",https://www.zomato.com/bangalore/havn-resto-bar-sanjay-nagar-bangalore/info
Koramangala,Vanamo,N/A,"Cafe, Continental, Coffee, International","₹2,000 for two",https://www.zomato.com/bangalore/vanamo-indiranagar-bangalore/info
Koramangala,"Anthara - Taproom, Cafe & Kitchen",N/A,"Pasta, Continental, French, American, Burger, Coffee, Tea","₹1,600 for two",https://www.zomato.com/bangalore/anthara-taproom-cafe-kitchen-marathahalli-bangalore/info
Koramangala,Vienna Bakehouse & Kitchen,N/A,"Mexican, Italian, Desserts, Coffee, Continental","₹1,000 for two",https://www.zomato.com/bangalore/vienna-bakehouse-kitchen-koramangala-6th-block-bangalore/info
Koramangala,The Fatty Bao,N/A,"Asian, Sushi, Japanese, Chinese","₹1,400 for two",https://www.zomato.com/bangalore/the-fatty-bao-indiranagar-bangalore/info
Koramangala,Darshan Bar & Kitchen Family Restaurant,N/A,"Bar Food, South Indian, North Indian, Biryani, Seafood, Chinese, Desserts, Juices","₹1,000 for two",https://www.zomato.com/bangalore/darshan-bar-kitchen-family-restaurant-1-jalahalli-bangalore/info
Koramangala,Cafe Shinto,N/A,"Asian, Cafe, Coffee, Sandwich, Japanese, Korean, Thai, Indonesian",₹600 for two,https://www.zomato.com/bangalore/cafe-shinto-domlur-bangalore/info
Koramangala,The French Treaty,N/A,"Cafe, Coffee, French, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/the-french-treaty-1-yelahanka-bangalore/info
Koramangala,Nandhana Palace,N/A,"Biryani, Andhra, North Indian, Chinese, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/nandhana-palace-yelahanka-bangalore/info
Koramangala,Magnolia Bakery,N/A,"Bakery, Desserts, Cake, Ice Cream, British, Beverages, American, Coffee",₹700 for two,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore/info
Koramangala,Theobroma,N/A,"Bakery, Desserts, Fast Food, Beverages",₹500 for two,https://www.zomato.com/bangalore/theobroma-sahakara-nagar-bangalore/info
Koramangala,Tipsy Bull - The Bar Exchange,N/A,"Finger Food, North Indian, Continental, Italian, Fast Food, Desserts","₹1,600 for two",https://www.zomato.com/bangalore/tipsy-bull-the-bar-exchange-indiranagar-bangalore/info
Koramangala,Harvest Salad Co,N/A,"Salad, Healthy Food, Sandwich, Wraps, Panini, Mediterranean",₹850 for two,https://www.zomato.com/bangalore/harvest-salad-co-indiranagar-bangalore/info
Koramangala,Toca Koramangala,N/A,"Chinese, Fast Food, Steak, Pasta, Asian, Biryani, Desserts","₹1,400 for two",https://www.zomato.com/bangalore/toca-koramangala-koramangala-5th-block-bangalore/info
Koramangala,Toffee & Talk,N/A,"Desserts, Coffee",₹800 for two,https://www.zomato.com/bangalore/toffee-talk-jayanagar-bangalore/info
Koramangala,Mahesh Lunch Home,N/A,"South Indian, Chinese, Seafood","₹1,000 for two",https://www.zomato.com/bangalore/mahesh-lunch-home-2-jp-nagar-bangalore/info
Koramangala,Waves - Bar & Kitchen,N/A,"North Indian, Biryani, Chinese, Pizza, Pasta, Salad, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/waves-bar-kitchen-sarjapur-road-bangalore/info
Koramangala,Taffy's Rooftop Pub And Kitchen,N/A,"Bar Food, North Indian, Pizza, Chinese, Pasta, Continental, Beverages, Alcoholic Beverages","₹1,600 for two",https://www.zomato.com/bangalore/taffys-rooftop-pub-and-kitchen-rajajinagar-bangalore/info
Koramangala,The Burgery In,N/A,Fast Food,₹800 for two,https://www.zomato.com/bangalore/the-burgery-in-indiranagar-bangalore/info
Koramangala,Starbucks Coffee,N/A,"Cafe, Coffee, Desserts, Beverages",₹900 for two,https://www.zomato.com/bangalore/starbucks-coffee-1-bannerghatta-road-bangalore/info
Koramangala,Koshe Kosha,N/A,"Bengali, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/koshe-kosha-1-brookefield-bangalore/info
Koramangala,Saarai,N/A,"Andhra, Asian","₹2,600 for two",https://www.zomato.com/bangalore/saarai-jayanagar-bangalore/info
Koramangala,Purpose Matcha Coffee House,N/A,"Asian, Continental, Desserts, Beverages, Salad, Japanese, Korean, Street Food",₹750 for two,https://www.zomato.com/bangalore/purpose-matcha-coffee-house-richmond-town-bangalore/info
Koramangala,Love Asia,N/A,"Japanese, Thai, Malaysian, Indonesian, Singaporean, Korean, Asian, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/love-asia-hennur-bangalore/info
Koramangala,Vapour Pub & Restaurant,N/A,"North Indian, Continental, Oriental, Chinese, Pizza, Fast Food, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/vapour-pub-restaurant-indiranagar-bangalore/info
Koramangala,Kava Kitchen & Bar - Fairfield by Marriott,N/A,"North Indian, Continental, Salad, Mughlai, Fast Food, Beverages","₹2,400 for two",https://www.zomato.com/bangalore/kava-kitchen-bar-fairfield-by-marriott-mahadevapura-bangalore/info
Koramangala,Global Buffet - Svenska Design Hotel,N/A,"Cuisine Varies, North Indian, Chinese, Continental, Fast Food, Desserts","₹2,800 for two",https://www.zomato.com/bangalore/global-buffet-svenska-design-hotel-electronic-city-bangalore/info
Koramangala,The Boozy Griffin,N/A,"Bar Food, North Indian, Mughlai, South Indian, Italian, Chinese, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/the-boozy-griffin-koramangala-5th-block-bangalore/info
Koramangala,Bologna,N/A,"Italian, Pasta, Pizza, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/bologna-1-jp-nagar-bangalore/info
Koramangala,Toro Brew House & Kitchen,N/A,"North Indian, Continental, Beverages, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/toro-brew-house-kitchen-sanjay-nagar-bangalore/info
Koramangala,Chutney Chang,N/A,"Chinese, North Indian, Momos","₹1,800 for two",https://www.zomato.com/bangalore/chutney-chang-church-street/info
Koramangala,Travellers Bungalow,N/A,"Street Food, North Indian, Middle Eastern, European, Pizza, Finger Food, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/travellers-bungalow-1-indiranagar-bangalore/info
Koramangala,Lavonne,N/A,"Cafe, Desserts, Bakery, Beverages, Pasta, Burger","₹1,300 for two",https://www.zomato.com/bangalore/lavonne-sarjapur-road-bangalore/info
Koramangala,BudBee Zodiac Bar & Kitchen,N/A,"North Indian, Chinese, Biryani, Pizza, Continental, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/budbee-zodiac-bar-kitchen-marathahalli-bangalore/info
Koramangala,Si Nonna's - The Original Sourdough Pizza,N/A,"Italian, Coffee, Pizza","₹1,700 for two",https://www.zomato.com/bangalore/si-nonnas-the-original-sourdough-pizza-jp-nagar-bangalore/info
Koramangala,Nenapu,N/A,,"₹2,000 for two",https://www.zomato.com/bangalore/nenapu-jp-nagar-bangalore/info
Koramangala,The Irish House,N/A,"European, American, Italian, BBQ, Beverages, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/the-irish-house-bellandur/info
Koramangala,Wild Pour,N/A,"Continental, North Indian, Asian","₹1,000 for two",https://www.zomato.com/bangalore/wild-pour-hennur-bangalore/info
Koramangala,Cafe Grey By Dongle & Co,N/A,"Cafe, Coffee, Beverages, Continental, Pizza, Italian, Salad, Desserts","₹1,200 for two",https://www.zomato.com/bangalore/cafe-grey-by-dongle-co-indiranagar-bangalore/info
Koramangala,Casa Piccosa,N/A,"North Indian, Biryani, Chinese, Street Food, Pizza, Burger, Seafood, Desserts",₹800 for two,https://www.zomato.com/bangalore/casa-piccosa-1-electronic-city-bangalore/info
Koramangala,Ahara,N/A,"North Indian, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/ahara-electronic-city-bangalore/info
Koramangala,Bologna,N/A,"Italian, Desserts, Pizza, Pasta","₹2,300 for two",https://www.zomato.com/bangalore/bologna-1-whitefield-bangalore/info
Koramangala,Hustle,N/A,"Cafe, Coffee, Tea, Pizza, Pasta, Sandwich, Fast Food, Continental","₹1,600 for two",https://www.zomato.com/bangalore/hustle-hsr-bangalore/info
Koramangala,Chianti,N/A,"Italian, Pizza, Pasta, Desserts, Salad","₹2,200 for two",https://www.zomato.com/bangalore/chianti-2-indiranagar/info
Koramangala,The Konkan - Seafood Restaurant,N/A,"Konkan, Seafood, Mangalorean",₹900 for two,https://www.zomato.com/bangalore/the-konkan-seafood-restaurant-st-marks-road/info
Koramangala,Table For Tous,N/A,"Cafe, Bakery, Coffee, Desserts","₹1,100 for two",https://www.zomato.com/TableForTous/info
Koramangala,The Pet People Cafe,N/A,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","₹1,500 for two",https://www.zomato.com/bangalore/the-pet-people-cafe-hsr-bangalore/info
Koramangala,Republic Of Noodles - Lemon Tree Premier,N/A,"Continental, Thai, Seafood, Chinese, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/republic-of-noodles-lemon-tree-premier-ulsoor/info
Koramangala,Biergarten,N/A,"North Indian, Continental, European, BBQ, Chinese, Asian, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/biergarten-koramangala-5th-block-bangalore/info
Koramangala,The Pizza Bakery - Wood Fired Sourdough,N/A,"Pizza, Italian, Pasta, Salad, Desserts, Continental","₹1,300 for two",https://www.zomato.com/bangalore/the-pizza-bakery-wood-fired-sourdough-hsr-bangalore/info
Koramangala,Burma Burma - Indiranagar,N/A,"Asian, Burmese, Bubble Tea, Beverages, Desserts","₹1,800 for two",https://www.zomato.com/bangalore/burma-burma-indiranagar-indiranagar-bangalore/info
Koramangala,Pasta Street,N/A,"Italian, Pasta, Pizza, Continental, Salad, Healthy Food, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/pasta-street-whitefield-bangalore/info
Koramangala,Truffles,N/A,"Burger, Italian, Desserts, Continental, American, Fast Food, Beverages, Bakery","₹1,100 for two",https://www.zomato.com/bangalore/truffles-koramangala-5th-block/info
Koramangala,Fia's Lounge,N/A,"Parsi, Cafe, Italian, Pizza, Pasta, Desserts, European, Ice Cream","₹2,600 for two",https://www.zomato.com/bangalore/fias-lounge-richmond-road-bangalore/info
Koramangala,Lyfe Farm To Fork Restaurant & Pizzeria,N/A,"European, Asian","₹2,200 for two",https://www.zomato.com/bangalore/lyfe-farm-to-fork-restaurant-pizzeria-varthur-main-road-whitefield-bangalore/info
Koramangala,Edo Restaurant & Bar - ITC Gardenia,N/A,"Japanese, Sushi, Desserts","₹3,600 for two",https://www.zomato.com/bangalore/edo-restaurant-bar-itc-gardenia-residency-road-bangalore/info
Koramangala,Falak,N/A,"North Indian, Awadhi, Mughlai, Biryani, Desserts","₹4,000 for two",https://www.zomato.com/bangalore/falak-3-jakkur-bangalore/info
Koramangala,Go Native,N/A,"Healthy Food, Desserts, Beverages, Coffee, Pizza, Oriental, Salad","₹1,200 for two",https://www.zomato.com/bangalore/go-native-1-lavelle-road-bangalore/info
Koramangala,The Polo Club - The Oberoi,N/A,"American, North Indian, European, Tex-Mex","₹3,500 for two",https://www.zomato.com/bangalore/the-polo-club-the-oberoi-mg-road-bangalore/info
Koramangala,Yataii - Shangri-La Hotel,N/A,"Japanese, Sushi, Desserts, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/yataii-shangri-la-hotel-1-vasanth-nagar-bangalore/info
Koramangala,Cafe Rome,N/A,"Italian, Burger, Pizza, Pasta, Sandwich, Bakery, Desserts, Beverages",₹600 for two,https://www.zomato.com/bangalore/cafe-rome-sahakara-nagar-bangalore/info
Koramangala,Highway 35 Restro,N/A,"North Indian, Oriental, Chinese, Biryani, Seafood, Fast Food, Desserts, Beverages",₹800 for two,https://www.zomato.com/bangalore/highway-35-restro-sarjapur-road-bangalore/info
Koramangala,Tasting Room - Bengaluru Oota Company,N/A,Mangalorean,"₹6,000 for two",https://www.zomato.com/bangalore/tasting-room-bengaluru-oota-company-ulsoor-bangalore/info
Koramangala,Milano Ice Cream,N/A,"Ice Cream, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar/info
Koramangala,Woods & Brixx Pizza,N/A,"Pizza, Salad, Fast Food, Desserts, Shake, Juices","₹1,000 for two",https://www.zomato.com/bangalore/woods-brixx-pizza-jp-nagar-bangalore/info
Koramangala,Si Nonna's - The Original Sourdough Pizza,N/A,"Pizza, Italian, Desserts, Coffee, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/si-nonnas-the-original-sourdough-pizza-varthur-main-road-whitefield-bangalore/info
Koramangala,Toastid Co.,N/A,"Continental, Fast Food","₹1,000 for two",https://www.zomato.com/bangalore/toastid-co-domlur-bangalore/info
Koramangala,Copitas - Four Seasons Hotel,N/A,"Bar Food, Continental, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/copitas-four-seasons-hotel-rt-nagar-bangalore/info
Koramangala,O.G. Variar & Sons,N/A,"Bakery, Desserts",₹200 for two,https://www.zomato.com/bangalore/o-g-variar-sons-rajajinagar/info
Koramangala,The Drawing Room By Smoke House Deli,N/A,"Continental, Italian, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/the-drawing-room-by-smoke-house-deli-indiranagar-bangalore/info
Koramangala,Dublin - ITC Windsor,N/A,Bar Food,"₹6,000 for two",https://www.zomato.com/bangalore/dublin-itc-windsor-sankey-road/info
Koramangala,Poonam Sweets,N/A,Mithai,₹250 for two,https://www.zomato.com/bangalore/poonam-sweets-banashankari/info
Koramangala,Malties - Radisson Blu,N/A,"Continental, North Indian, Asian, Sandwich, Burger, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/malties-radisson-blu-marathahalli-bangalore/info
Koramangala,Tart Cafe,N/A,"Cafe, Coffee, Beverages, Fast Food, Healthy Food, Italian, Bakery",₹800 for two,https://www.zomato.com/bangalore/tart-cafe-2-brigade-road-bangalore/info
Koramangala,Apsara Ice Creams,N/A,"Ice Cream, Desserts",₹400 for two,https://www.zomato.com/bangalore/apsara-ice-creams-indiranagar-bangalore/info
Koramangala,Melt N' Brew,N/A,"Beverages, Cafe, Bakery",₹600 for two,https://www.zomato.com/bangalore/melt-n-brew-hsr-bangalore/info
Koramangala,PHURR,N/A,"Salad, Asian, Chinese, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/phurr-jayanagar-bangalore/info
Koramangala,Byg Brewski Brewing Company,N/A,"North Indian, Continental, Asian, Pasta, Burger, Fast Food, Desserts, Pizza","₹2,300 for two",https://www.zomato.com/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore/info
Koramangala,YUKI,N/A,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts","₹2,200 for two",https://www.zomato.com/bangalore/yuki-koramangala-5th-block-bangalore/info
Koramangala,Neemsi,N/A,"North Indian, Italian, Continental, Asian, Chinese, Desserts, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/neemsi-jp-nagar-bangalore/info
Koramangala,Brik Oven - Woodfired Pizzas,N/A,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-church-street-bangalore/info
Koramangala,Ishaara,N/A,"Biryani, North Indian, Kebab, Mughlai, Desserts","₹2,100 for two",https://www.zomato.com/bangalore/ishaara-hebbal-bangalore/info
Koramangala,Nasi And Mee,N/A,"Asian, Japanese, Singaporean, Malaysian, Thai, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/nasi-and-mee-bellandur-bangalore/info
Koramangala,YouMee,N/A,"Chinese, Asian, Sushi, Japanese, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/youmee-jakkur-bangalore/info
Koramangala,Salt - Indian Restaurant Bar & Grill,N/A,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-hosur-road-bangalore/info
Koramangala,Malgudi Mylari Mane,N/A,"Biryani, South Indian","₹1,300 for two",https://www.zomato.com/bangalore/malgudi-mylari-mane-1-koramangala-5th-block-bangalore/info
Koramangala,Azuki Japan Travel Bistro And Sake,N/A,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/azuki-japan-travel-bistro-and-sake-richmond-town-bangalore/info
Koramangala,MISU,N/A,"Chinese, Asian, Thai, Japanese","₹2,300 for two",https://www.zomato.com/bangalore/misu-ashok-nagar-bangalore/info
Koramangala,Dali & Gala,N/A,"Burmese, Fusion","₹3,000 for two",https://www.zomato.com/bangalore/dali-gala-mg-road-bangalore/info
Koramangala,Klaa Kitchen,N/A,"Goan, Seafood, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/klaa-kitchen-indiranagar-bangalore/info
Koramangala,The Indian Eatery,N/A,"Chinese, Mughlai","₹1,100 for two",https://www.zomato.com/bangalore/the-indian-eatery-4-kalyan-nagar-bangalore/info
Koramangala,The Buzz House,N/A,"Continental, South Indian, North Indian, Chinese, Salad, Fast Food","₹1,500 for two",https://www.zomato.com/bangalore/the-buzz-house-sarjapur-road-bangalore/info
Koramangala,The Studio Cafe,N/A,Cafe,₹700 for two,https://www.zomato.com/bangalore/the-studio-cafe-jayanagar-bangalore/info
Koramangala,Salvadores,N/A,"Continental, Pasta, Salad, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/salvadores-mg-road-bangalore/info
Koramangala,Brahmin's Coffee Bar,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/brahmins-coffee-bar-basavanagudi/info
Koramangala,Anupam's Coast II Coast,N/A,South Indian,"₹2,000 for two",https://www.zomato.com/bangalore/anupams-coast-ii-coast-mahadevapura-bangalore/info
Koramangala,Arogya Ahaara,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/arogya-ahaara-hsr/info
Koramangala,Nakkshatra by Nagarjuna,N/A,"Asian, North Indian, Chinese, Mughlai, Bar Food, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/nakkshatra-by-nagarjuna-marathahalli-bangalore/info
Koramangala,Paris Panini - Gourmet Sandwiches & Wraps,N/A,"Sandwich, Wraps, Pasta, Salad, Desserts, Continental",₹700 for two,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-kalyan-nagar-bangalore/info
Koramangala,Sanchez,N/A,"Mexican, Beverages, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/sanchez-nagawara-bangalore/info
Koramangala,Memories of China - Taj MG Road Bengaluru,N/A,"Seafood, Chinese","₹3,500 for two",https://www.zomato.com/bangalore/memories-of-china-taj-mg-road-bengaluru-mg-road-bangalore/info
Koramangala,Taaza Thindi,N/A,"South Indian, Beverages",₹100 for two,https://www.zomato.com/bangalore/taaza-thindi-jayanagar/info
Koramangala,Ssaffron - Shangri-La Hotel,N/A,"Modern Indian, North Indian, Finger Food, Beverages, Desserts","₹6,000 for two",https://www.zomato.com/bangalore/ssaffron-shangri-la-hotel-vasanth-nagar-bangalore/info
Koramangala,Fika Sip Savor,N/A,"Coffee, Desserts, Healthy Food, Salad, Sandwich","₹1,000 for two",https://www.zomato.com/bangalore/fika-sip-savor-sahakara-nagar-bangalore/info
Koramangala,Soka,N/A,"Bar Food, Continental","₹2,000 for two",https://www.zomato.com/bangalore/soka-indiranagar-bangalore/info
Koramangala,Seta,N/A,"Asian, Mediterranean","₹3,600 for two",https://www.zomato.com/bangalore/seta-domlur-bangalore/info
Koramangala,Singapore Street,N/A,"Singaporean, Thai, Sushi, Asian, Korean, Indonesian, Desserts, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/singapore-street-2-kammanahalli-bangalore/info
Koramangala,Earthen Delicacies,N/A,"North Indian, Mughlai, Chinese, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/earthen-delicacies-jakkur-bangalore/info
Koramangala,Hops Haus Taproom,N/A,"North Indian, Continental, American, Pizza, Chinese, Desserts, Sandwich, Salad","₹1,500 for two",https://www.zomato.com/bangalore/hops-haus-taproom-rt-nagar-bangalore/info
Koramangala,Sriracha,N/A,"Asian, Oriental, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/sriracha-nagawara-bangalore/info
Koramangala,Mangalore Pearl - Seafood Restaurant,N/A,"Mangalorean, Seafood, Desserts",₹500 for two,https://www.zomato.com/bangalore/mangalore-pearl-seafood-restaurant-ulsoor-bangalore/info
Koramangala,Here & Now,N/A,"Fast Food, Sandwich, Continental, Burger, American, Beverages, Shake, Hot dogs","₹1,100 for two",https://www.zomato.com/bangalore/here-now-hsr/info
Koramangala,Dum Pukht - ITC Windsor,N/A,Awadhi,"₹6,000 for two",https://www.zomato.com/bangalore/dum-pukht-itc-windsor-sankey-road-bangalore/info
Koramangala,Saffron Radisson Blu Outer Ring Road,N/A,"North Indian, Biryani, Mughlai, Desserts","₹3,000 for two",https://www.zomato.com/bangalore/saffron-radisson-blu-outer-ring-road-marathahalli-bangalore/info
Koramangala,Mangalore Pearl - Seafood Restaurant,N/A,"Mangalorean, Seafood, Desserts, Beverages",₹850 for two,https://www.zomato.com/bangalore/mangalore-pearl-seafood-restaurant-1-ulsoor-bangalore/info
Koramangala,Café 77 East - Taj Bangalore,N/A,"Continental, American, South Indian, North Indian, European, Street Food, Fast Food, Italian","₹3,100 for two",https://www.zomato.com/bangalore/caf-77-east-taj-bangalore-devanahalli/info
Koramangala,Vegan Vogue,N/A,"North Indian, Italian, Continental, Chinese, Desserts, Tea, Juices, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/vegan-vogue-indiranagar-bangalore/info
Koramangala,Alloro - The Oterra,N/A,"Italian, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/alloro-the-oterra-electronic-city-bangalore/info
Koramangala,Sri Venkateshwara Sweetmeat Stall,N/A,"Mithai, Street Food, Fast Food, North Indian",₹400 for two,https://www.zomato.com/bangalore/sri-venkateshwara-sweetmeat-stall-majestic/info
Koramangala,Auora,N/A,"Beverages, Healthy Food",₹400 for two,https://www.zomato.com/bangalore/auora-koramangala-2nd-block-bangalore/info
Koramangala,AB's - Absolute Barbecues,N/A,"North Indian, BBQ, Biryani","₹1,600 for two",https://www.zomato.com/bangalore/abs-absolute-barbecues-btm/info
Koramangala,Natural Ice Cream,N/A,"Ice Cream, Shake",₹300 for two,https://www.zomato.com/bangalore/natural-ice-cream-koramangala-1st-block/info
Koramangala,Sri Laxmi Venkateshwara Coffee Bar,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/sri-laxmi-venkateshwara-coffee-bar-banashankari/info
Koramangala,Fabindia Cafe,N/A,"Beverages, North Indian, Street Food, Desserts","₹1,400 for two",https://www.zomato.com/bangalore/fabindia-cafe-koramangala-2nd-block/info
Koramangala,Third Wave Coffee,N/A,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",₹800 for two,https://www.zomato.com/bangalore/third-wave-coffee-1-btm-bangalore/info
Koramangala,Fogg Lounge,N/A,"Continental, Italian, Chinese, Pasta, Pizza, Burger, Shake, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/fogg-lounge-btm-bangalore/info
Koramangala,Karavali Fine Dine,N/A,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian",₹500 for two,https://www.zomato.com/bangalore/karavali-fine-dine-koramangala-7th-block-bangalore/info
Koramangala,Perch Wine and Coffee Bar,N/A,"Cafe, Coffee, Beverages, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/perch-wine-and-coffee-bar-hebbal-bangalore/info
Koramangala,Hotel Tom's Restaurant,N/A,"Mangalorean, North Indian, Seafood, Chinese, Biryani","₹1,400 for two",https://www.zomato.com/bangalore/hotel-toms-restaurant-brigade-road-bangalore/info
Koramangala,Sea Rock,N/A,"Mangalorean, Mughlai, Chinese, Seafood, Biryani, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/sea-rock-seshadripuram/info
Koramangala,Green Bean Coffee,N/A,"Cafe, Coffee, Beverages, Fast Food",₹800 for two,https://www.zomato.com/bangalore/green-bean-coffee-2-kanakapura-road-bangalore/info
Koramangala,The Salad Studio,N/A,"Salad, Healthy Food, Sandwich, Pasta, Grilled Chicken, Fast Food, Continental",₹400 for two,https://www.zomato.com/bangalore/the-salad-studio-koramangala-5th-block-bangalore/info
Koramangala,The Reservoire,N/A,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹1,600 for two",https://www.zomato.com/bangalore/the-reservoire-1-indiranagar-bangalore/info
Koramangala,Bob's Bar,N/A,"Bar Food, Finger Food, Beverages, Sandwich, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/bobs-bar-richmond-road-bangalore/info
Koramangala,The Kind Roastery & Brew Room,N/A,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta",₹800 for two,https://www.zomato.com/bangalore/the-kind-roastery-brew-room-bellandur-bangalore/info
Koramangala,Copper Chimney,N/A,"Desserts, Juices, Beverages, North Indian, Mughlai, Biryani, Kebab","₹1,600 for two",https://www.zomato.com/bangalore/copper-chimney-electronic-city-bangalore/info
Koramangala,The Filter Coffee,N/A,"South Indian, Coffee, Beverages, Street Food",₹600 for two,https://www.zomato.com/bangalore/the-filter-coffee-sadashiv-nagar-bangalore/info
Koramangala,Millers 46,N/A,Steak,"₹1,300 for two",https://www.zomato.com/bangalore/millers-46-vasanth-nagar/info
Koramangala,Daily Sushi,N/A,"Sushi, Rolls, Korean, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/daily-sushi-whitefield-bangalore/info
Koramangala,Sattvam,N/A,"North Indian, Chinese, Continental, South Indian, Asian, Indo-Chinese, Fast Food","₹1,960 for two",https://www.zomato.com/bangalore/sattvam-whitefield-bangalore/info
Koramangala,Shao- Radisson Blu Outer Ring Road,N/A,"Chinese, Thai, Japanese, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/shao-radisson-blu-outer-ring-road-marathahalli-bangalore/info
Koramangala,Ajji House by Subko,N/A,"Coffee, Cafe, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/ajji-house-by-subko-shanti-nagar-bangalore/info
