Area,Restaurant Name,Rating,Cuisine,Price,Link
Whitefield,Majestic Mandi,N/A,"Mandi, North Indian, Biryani, Chinese, Desserts, Beverages",₹700 for two,https://www.zomato.com/bangalore/majestic-mandi-marathahalli-bangalore/info
Whitefield,Bangalore Tiffin Fusion (BTF),N/A,"North Indian, Fast Food",₹250 for two,https://www.zomato.com/bangalore/bangalore-tiffin-fusion-btf-whitefield-bangalore/info
Whitefield,Brindavan Grand,N/A,"North Indian, South Indian, Chinese, Street Food, Biryani, Ice Cream, Shake, Beverages",₹950 for two,https://www.zomato.com/bangalore/brindavan-grand-varthur-main-road-whitefield/info
Whitefield,Dizzy Restobar,N/A,"Fast Food, Continental","₹1,400 for two",https://www.zomato.com/bangalore/dizzy-restobar-1-brookefield-bangalore/info
Whitefield,Orzuv Diner,N/A,"Kashmiri, Kebab, Desserts, Beverages, North Indian","₹1,300 for two",https://www.zomato.com/bangalore/orzuv-diner-whitefield-bangalore/info
Whitefield,Sai Foods,N/A,"North Indian, Chinese, Street Food, Beverages, Desserts",₹400 for two,https://www.zomato.com/bangalore/sai-foods-brookefield/info
Whitefield,Ezone Lagoon Resort,N/A,"Continental, Steak, Chinese, North Indian, Pizza, Burger, Thai","₹1,100 for two",https://www.zomato.com/bangalore/ezone-lagoon-resort-1-marathahalli-bangalore/info
Whitefield,Puchkas,N/A,"Street Food, North Indian, Fast Food",₹200 for two,https://www.zomato.com/bangalore/puchkas-marathahalli-bangalore/info
Whitefield,Chickpet Donne Biryani House,N/A,"Biryani, South Indian",₹400 for two,https://www.zomato.com/bangalore/chickpet-donne-biryani-house-1-whitefield-bangalore/info
Whitefield,Samosa Party,N/A,"Street Food, North Indian, Mithai, Desserts, Tea, Beverages",₹300 for two,https://www.zomato.com/bangalore/samosa-party-itpl-main-road-whitefield-bangalore/info
Whitefield,TN 81 - Taste Of Tamil Nadu,N/A,"South Indian, Chinese, Biryani",₹450 for two,https://www.zomato.com/bangalore/tn-81-taste-of-tamil-nadu-brookefield-bangalore/info
Whitefield,Thalassery Restaurant,N/A,"Kerala, South Indian, North Indian, Biryani, Chinese, Shawarma, Seafood, Beverages",₹500 for two,https://www.zomato.com/bangalore/thalassery-restaurant-itpl-main-road-whitefield-bangalore/info
Whitefield,Bombay 2 Delhi,N/A,"Street Food, North Indian",₹400 for two,https://www.zomato.com/bangalore/bombay-2-delhi-itpl-main-road-whitefield-bangalore/info
Whitefield,Bukket Biryani,N/A,"Biryani, Desserts",₹400 for two,https://www.zomato.com/bangalore/bukket-biryani-brookefield-bangalore/info
Whitefield,Charcoal Chicken,N/A,"Charcoal Chicken, North Indian, Desserts",₹300 for two,https://www.zomato.com/bangalore/charcoal-chicken-brookefield-bangalore/info
Whitefield,CRP Pizzeria E Caffe,N/A,"Pizza, Fast Food",₹500 for two,https://www.zomato.com/bangalore/crp-pizzeria-e-caffe-seegehalli-bangalore/info
Whitefield,Mamabari,N/A,"North Indian, Mughlai, Fast Food",₹300 for two,https://www.zomato.com/bangalore/mamabari-kr-puram-bangalore/info
Whitefield,Masala Chai,N/A,"Beverages, Fast Food, Tea",₹250 for two,https://www.zomato.com/bangalore/masala-chai-1-whitefield/info
Whitefield,Nandishwara Mudde Oota,N/A,North Indian,₹300 for two,https://www.zomato.com/bangalore/nandishwara-mudde-oota-kr-puram/info
Whitefield,Sri Lakshmi Vaibhav,N/A,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",₹600 for two,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-whitefield-bangalore/info
Whitefield,Ledikeni Sweets & Savouries,N/A,"Mithai, Desserts, Street Food, Mishti, Bengali, North Indian",₹200 for two,https://www.zomato.com/bangalore/ledikeni-sweets-savouries-marathahalli-bangalore/info
Whitefield,Biriyani Mane,N/A,"Biryani, Chinese, North Indian, Mughlai, Kebab",₹950 for two,https://www.zomato.com/bangalore/biriyani-mane-brookefield-bangalore/info
Whitefield,Bella House Go Go,N/A,"Continental, Fast Food, Healthy Food, Pancake, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/bella-house-go-go-kr-puram-bangalore/info
Whitefield,Real Fresh Dosa Corner,N/A,South Indian,₹250 for two,https://www.zomato.com/bangalore/real-fresh-dosa-corner-brookefield/info
Whitefield,Kritunga Restaurant - Jagavi's,N/A,"Andhra, North Indian, Chinese, Seafood, Kebab, Biryani",₹950 for two,https://www.zomato.com/bangalore/kritunga-restaurant-jagavis-brookefield-bangalore/info
Whitefield,Estaa Sweets,N/A,"Mithai, Street Food, Desserts",₹300 for two,https://www.zomato.com/bangalore/estaa-sweets-whitefield-bangalore/info
Whitefield,Iceberg Organic Icecream,N/A,"Ice Cream, Desserts",₹200 for two,https://www.zomato.com/bangalore/iceberg-organic-icecream-marathahalli-bangalore/info
Whitefield,Lyfe Restaurant & Pizzeria,N/A,"Pizza, Continental, Asian, Salad, Desserts","₹1,400 for two",https://www.zomato.com/bangalore/lyfe-restaurant-pizzeria-2-varthur-main-road-whitefield-bangalore/info
Whitefield,Mann Food Court,N/A,"Biryani, North Indian, Mughlai, Chinese, Seafood, Juices, Shake, Beverages",₹400 for two,https://www.zomato.com/bangalore/mann-food-court-itpl-main-road-whitefield-bangalore/info
Whitefield,Wokanaka - The Casual Chinese Pitstop,N/A,"Chinese, Asian, Thai, Sichuan","₹1,100 for two",https://www.zomato.com/bangalore/wokanaka-the-casual-chinese-pitstop-2-whitefield-bangalore/info
Whitefield,Vaigai Vilas,N/A,"Fast Food, Street Food, Chinese, South Indian, Biryani, Beverages, Chettinad",₹450 for two,https://www.zomato.com/bangalore/vaigai-vilas-whitefield-bangalore/info
Whitefield,Hotel Abooz- Eat 'N' Meet Restaurant,N/A,"Andhra, Seafood, North Indian, Kerala, Chinese, Arabian, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/hotel-abooz-eat-n-meet-restaurant-whitefield-bangalore/info
Whitefield,Salt - Indian Restaurant Bar & Grill,N/A,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-varthur-main-road-whitefield-bangalore/info
Whitefield,Starbucks Coffee,N/A,"Cafe, Coffee, Desserts, Beverages",₹900 for two,https://www.zomato.com/bangalore/starbucks-coffee-brookefield-bangalore/info
Whitefield,Demitasse Coffee,N/A,"Cafe, Coffee, Beverages",₹300 for two,https://www.zomato.com/bangalore/demitasse-coffee-brookefield-bangalore/info
Whitefield,Barbeque Nation,N/A,"North Indian, BBQ, Kebab, Biryani","₹2,000 for two",https://www.zomato.com/bangalore/barbeque-nation-1-itpl-main-road-whitefield-bangalore/info
Whitefield,Mooch Marod - Non Veg,N/A,"North Indian, Kebab, Beverages",₹400 for two,https://www.zomato.com/bangalore/mooch-marod-non-veg-whitefield-bangalore/info
Whitefield,Food Kasoot,N/A,Chinese,₹500 for two,https://www.zomato.com/bangalore/food-kasoot-whitefield-bangalore/info
Whitefield,Blue Tokai Coffee Roasters,N/A,"Cafe, Coffee, Beverages",₹500 for two,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-kr-puram-bangalore/info
Whitefield,Iron & Timber Lounge,N/A,"North Indian, Chinese, Modern Indian, Continental, Asian, Bar Food, Alcoholic Beverages, Desserts","₹1,800 for two",https://www.zomato.com/bangalore/iron-timber-lounge-brookefield-bangalore/info
Whitefield,Zarf - The Indian Kitchen,N/A,North Indian,"₹3,000 for two",https://www.zomato.com/bangalore/zarf-the-indian-kitchen-whitefield-bangalore/info
Whitefield,California Burrito,N/A,"Mexican, American, Continental, Healthy Food, Beverages, Fast Food",₹600 for two,https://www.zomato.com/bangalore/california-burrito-kr-puram-bangalore/info
Whitefield,Chulha Chauki Da Dhaba,N/A,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-marathahalli-bangalore/info
Whitefield,Corner House Ice Creams,N/A,"Ice Cream, Desserts, Shake",₹300 for two,https://www.zomato.com/bangalore/corner-house-ice-creams-marathahalli-bangalore/info
Whitefield,Kathi Junction,N/A,"Rolls, Fast Food, North Indian, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/kathi-junction-kr-puram-bangalore/info
Whitefield,Alto Vino - Bengaluru Marriott Hotel Whitefield,N/A,"Italian, Continental, Beverages","₹4,800 for two",https://www.zomato.com/bangalore/alto-vino-bengaluru-marriott-hotel-whitefield-whitefield/info
Whitefield,Whitefield Bar and Grill - Bengaluru Marriott Hotel Whitefield,N/A,"Continental, Burger, BBQ","₹4,400 for two",https://www.zomato.com/bangalore/whitefield-bar-and-grill-bengaluru-marriott-hotel-whitefield-whitefield/info
Whitefield,Tease - Vivanta Whitefield,N/A,"Finger Food, Beverages, North Indian, Kebab, Pasta","₹3,000 for two",https://www.zomato.com/bangalore/tease-vivanta-whitefield-whitefield-bangalore/info
Whitefield,One Plate Club Restaurant,N/A,"Biryani, Mughlai",₹400 for two,https://www.zomato.com/bangalore/one-plate-club-restaurant-1-kr-puram-bangalore/info
Whitefield,Madouk Cafe,N/A,"Fast Food, Street Food, Lebanese, Beverages",₹350 for two,https://www.zomato.com/bangalore/madouk-cafe-brookefield/info
Whitefield,Beijing Bites,N/A,"Chinese, Asian, Thai, Seafood, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/beijing-bites-3-varthur-main-road-whitefield-bangalore/info
Whitefield,Third Wave Coffee,N/A,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",₹800 for two,https://www.zomato.com/bangalore/third-wave-coffee-marathahalli-bangalore/info
Whitefield,Teaholic- The Kullad Tea,N/A,"Sandwich, Fast Food, Beverages",₹600 for two,https://www.zomato.com/bangalore/teaholic-the-kullad-tea-whitefield-bangalore/info
Whitefield,Chaayos Chai+Snacks=Relax,N/A,"Tea, Beverages, Sandwich, Street Food",₹350 for two,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-1-marathahalli-bangalore/info
Whitefield,Aahar Vihar,N/A,"North Indian, Chinese, Mughlai, Beverages",₹400 for two,https://www.zomato.com/bangalore/aahar-vihar-marathahalli-bangalore/info
Whitefield,Shake Wake,N/A,"Beverages, Rolls, Sandwich",₹200 for two,https://www.zomato.com/bangalore/shake-wake-marathahalli-bangalore/info
Whitefield,Cold Stone Creamery,N/A,"Beverages, Desserts, Ice Cream, Shake, Waffle, Cake",₹400 for two,https://www.zomato.com/bangalore/cold-stone-creamery-brookefield-bangalore/info
Whitefield,Kake Di Hatti,N/A,"South Indian, North Indian","₹2,000 for two",https://www.zomato.com/bangalore/kake-di-hatti-kr-puram-bangalore/info
Whitefield,Miso Hungry,N/A,"Asian, Chinese, Desserts, Beverages",₹800 for two,https://www.zomato.com/bangalore/miso-hungry-whitefield-bangalore/info
Whitefield,Deccan Paradise,N/A,"Biryani, Chinese, Seafood",₹500 for two,https://www.zomato.com/bangalore/deccan-paradise-whitefield-bangalore/info
Whitefield,Vidhagdha,N/A,"Andhra, North Indian, Chinese, Seafood, Biryani, Kebab, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/vidhagdha-whitefield-bangalore/info
Whitefield,Kapoor's Cafe,N/A,"North Indian, Fast Food, Street Food, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/kapoors-cafe-whitefield/info
Whitefield,Cafe N Town,N/A,"Burger, Pasta",₹400 for two,https://www.zomato.com/bangalore/cafe-n-town-whitefield-bangalore/info
Whitefield,Comet Rooftop Resto Bar,N/A,"Mughlai, Continental, Seafood, North Indian, Kebab, Chinese, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/comet-rooftop-resto-bar-marathahalli-bangalore/info
Whitefield,Pot Head,N/A,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","₹1,400 for two",https://www.zomato.com/bangalore/pot-head-whitefield-bangalore/info
Whitefield,Eastern Delights,N/A,"South Indian, North Indian, Bengali, Chinese, Rolls",₹450 for two,https://www.zomato.com/bangalore/eastern-delights-marathahalli-bangalore/info
Whitefield,SGS Non Veg Gundu Pulav,N/A,South Indian,₹200 for two,https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-kr-puram-bangalore/info
Whitefield,Nandasree,N/A,"Andhra, Chinese, North Indian",₹950 for two,https://www.zomato.com/bangalore/nandasree-kr-puram/info
Whitefield,Lots Of Litti,N/A,"Bihari, North Indian, Street Food, Beverages",₹400 for two,https://www.zomato.com/bangalore/lots-of-litti-brookefield-bangalore/info
Whitefield,Bangalore Mandarin,N/A,"Chinese, Asian, Seafood, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/bangalore-mandarin-whitefield/info
Whitefield,Restaurant Chef Pillai,N/A,"Kerala, South Indian, Desserts, Beverages, Seafood","₹1,600 for two",https://www.zomato.com/bangalore/restaurant-chef-pillai-whitefield-bangalore/info
Whitefield,Chez Mariannick,N/A,"French, Pizza, Bakery, Salad, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/chez-mariannick-whitefield/info
Whitefield,Taco Bell,N/A,"Street Food, Mexican, Fast Food",₹600 for two,https://www.zomato.com/bangalore/taco-bell-varthur-main-road-whitefield-bangalore/info
Whitefield,Biggies Burger,N/A,"Burger, American, Fast Food, Wraps, Beverages, Shake",₹400 for two,https://www.zomato.com/bangalore/biggies-burger-kr-puram-bangalore/info
Whitefield,Sri Lakshmi Vaibhav,N/A,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",₹600 for two,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-marathahalli-bangalore/info
Whitefield,Ramdev Sagar,N/A,"South Indian, Chinese, Street Food, North Indian, Biryani, Ice Cream, Beverages, Shake",₹500 for two,https://www.zomato.com/bangalore/ramdev-sagar-brookefield/info
Whitefield,Haveli Hyderabadi Dum Biryani,N/A,"North Indian, Biryani, Chinese, Sichuan",₹300 for two,https://www.zomato.com/bangalore/haveli-hyderabadi-dum-biryani-1-whitefield-bangalore/info
Whitefield,Pizza Hut,N/A,"Pizza, Italian, Pasta, Fast Food, Desserts, Beverages",₹300 for two,https://www.zomato.com/bangalore/pizza-hut-1-whitefield-bangalore/info
Whitefield,Arabian Corner,N/A,"Arabian, Fast Food",₹250 for two,https://www.zomato.com/bangalore/arabian-corner-kr-puram-bangalore/info
Whitefield,S.M.S.Evening Fast Food,N/A,"Hyderabadi, Chinese, North Indian, Sichuan",₹300 for two,https://www.zomato.com/bangalore/s-m-s-evening-fast-food-varthur-main-road-whitefield-bangalore/info
Whitefield,The Kim Chi Chef,N/A,"Chinese, Seafood, Rolls, Sichuan, Thai, Desserts",₹850 for two,https://www.zomato.com/bangalore/the-kim-chi-chef-whitefield/info
Whitefield,Suchithra Biryani House,N/A,"Biryani, North Indian, Chinese, Seafood, Mughlai",₹850 for two,https://www.zomato.com/bangalore/suchithra-biryani-house-marathahalli/info
Whitefield,RR Kabab Corner,N/A,"North Indian, Chinese, Bengali",₹350 for two,https://www.zomato.com/bangalore/rr-kabab-corner-marathahalli-bangalore/info
Whitefield,Gold Tonique MRP Multi Kitchen,N/A,"Chinese, North Indian, Mughlai, Biryani, Seafood, Desserts","₹1,200 for two",https://www.zomato.com/bangalore/gold-tonique-mrp-multi-kitchen-3-varthur-main-road-whitefield-bangalore/info
Whitefield,Anand Bhavan Restaurant,N/A,"North Indian, Chinese, Street Food, Biryani, Beverages",₹500 for two,https://www.zomato.com/bangalore/anand-bhavan-restaurant-kr-puram-bangalore/info
Whitefield,Madhuban Restaurant,N/A,"North Indian, Chinese, Seafood, Biryani, Mughlai, Sichuan",₹500 for two,https://www.zomato.com/bangalore/madhuban-restaurant-marathahalli-bangalore/info
Whitefield,ChinaMinaMo,N/A,"Chinese, Seafood, Juices, Beverages",₹850 for two,https://www.zomato.com/bangalore/chinaminamo-brookefield-bangalore/info
Whitefield,Foodies Hub,N/A,"North Indian, Biryani, Chinese, Sichuan",₹500 for two,https://www.zomato.com/bangalore/foodies-hub-marathahalli-bangalore/info
Whitefield,Mad Over Donuts,N/A,"Desserts, Bakery, Beverages",₹400 for two,https://www.zomato.com/bangalore/mad-over-donuts-whitefield/info
Whitefield,The Courtyard - Hotel Evoma,N/A,"Oriental, Continental, North Indian, South Indian, Desserts","₹1,200 for two",https://www.zomato.com/bangalore/the-courtyard-hotel-evoma-kr-puram/info
Whitefield,ELEVATE RESTRO BAR,N/A,"Chinese, North Indian, South Indian","₹1,000 for two",https://www.zomato.com/bangalore/elevate-restro-bar-channasandra-bangalore/info
Whitefield,The Cafe Aside,N/A,"Cafe, Fast Food, Beverages, Shake",₹500 for two,https://www.zomato.com/bangalore/the-cafe-aside-1-whitefield-bangalore/info
Whitefield,Biriyani Zone,N/A,"Biryani, Andhra, North Indian, Chinese, Kebab, Seafood, Desserts, Beverages",₹700 for two,https://www.zomato.com/bangalore/biriyani-zone-varthur-main-road-whitefield-bangalore/info
Whitefield,Leon's Burgers & Wings,N/A,"Burger, Fast Food, Wraps",₹700 for two,https://www.zomato.com/bangalore/leons-burgers-wings-whitefield-bangalore/info
Whitefield,Suvai Factory,N/A,"Chinese, North Indian, South Indian, Street Food",₹300 for two,https://www.zomato.com/bangalore/suvai-factory-whitefield-bangalore/info
Whitefield,Angaar Biryani,N/A,"Chinese, North Indian, Biryani, Seafood",₹400 for two,https://www.zomato.com/bangalore/angaar-biryani-1-whitefield-bangalore/info
Whitefield,Gopaljee Cafe,N/A,"North Indian, Street Food",₹400 for two,https://www.zomato.com/bangalore/gopaljee-cafe-whitefield-bangalore/info
Whitefield,K R Catering Services,N/A,"South Indian, Rolls, Biryani, Beverages, Shake",₹300 for two,https://www.zomato.com/bangalore/k-r-catering-services-whitefield-bangalore/info
Whitefield,Burger Leaf,N/A,"Burger, Sandwich, Fast Food, Beverages, Shake",₹400 for two,https://www.zomato.com/bangalore/burger-leaf-marathahalli-bangalore/info
Whitefield,Food Square,N/A,"Fast Food, Chinese, Sichuan",₹200 for two,https://www.zomato.com/bangalore/food-square-marathahalli-bangalore/info
Whitefield,Ghaas Phoos 1.0,N/A,"North Indian, Fast Food, Street Food, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/ghaas-phoos-1-0-brookefield-bangalore/info
Whitefield,Arogya Thaana,N/A,"Beverages, Juices, Shake, Sandwich, Healthy Food",₹350 for two,https://www.zomato.com/bangalore/arogya-thaana-whitefield/info
Whitefield,Indiana Seasons,N/A,"North Indian, Mughlai, Biryani, Chinese, Desserts, Beverages",₹450 for two,https://www.zomato.com/bangalore/indiana-seasons-2-brookefield-bangalore/info
Whitefield,Mayura Vybhava,N/A,"South Indian, North Indian, Chinese, Street Food",₹250 for two,https://www.zomato.com/bangalore/mayura-vybhava-whitefield-bangalore/info
Whitefield,Tea Positive,N/A,"Street Food, Fast Food, Tea, Beverages",₹400 for two,https://www.zomato.com/bangalore/tea-positive-marathahalli-bangalore/info
Whitefield,Desi Chats,N/A,"Street Food, North Indian",₹150 for two,https://www.zomato.com/bangalore/desi-chats-kaggadasapura-bangalore/info
Whitefield,AGS Grand,N/A,"Biryani, South Indian, Chinese, North Indian, Fast Food, Sichuan",₹400 for two,https://www.zomato.com/bangalore/ags-grand-marathahalli-bangalore/info
Whitefield,Global Tadka,N/A,"North Indian, Chinese, Biryani, Hyderabadi",₹800 for two,https://www.zomato.com/bangalore/global-tadka-marathahalli-bangalore/info
Whitefield,GVR Biryani Bistro,N/A,"Chinese, South Indian",₹300 for two,https://www.zomato.com/bangalore/gvr-biryani-bistro-whitefield-bangalore/info
Whitefield,Ponnusamy Hotel,N/A,"South Indian, Chettinad, Pizza, Mangalorean",₹600 for two,https://www.zomato.com/bangalore/ponnusamy-hotel-itpl-main-road-whitefield-bangalore/info
Whitefield,Angel's Kitchen,N/A,"Kerala, South Indian",₹200 for two,https://www.zomato.com/bangalore/angels-kitchen-whitefield/info
Whitefield,Hamilton,N/A,"Asian, European, Modern Indian","₹1,500 for two",https://www.zomato.com/bangalore/hamilton-whitefield-bangalore/info
Whitefield,Kallayi Restaurant,N/A,"Mangalorean, Kerala, Chinese, South Indian, Beverages",₹500 for two,https://www.zomato.com/bangalore/kallayi-restaurant-kr-puram-bangalore/info
Whitefield,M Bar - Bengaluru Marriott Hotel Whitefield,N/A,"Finger Food, Continental, Beverages","₹4,000 for two",https://www.zomato.com/bangalore/m-bar-bengaluru-marriott-hotel-whitefield-whitefield/info
Whitefield,Nomad Rolls & Shakes,N/A,"Rolls, Chinese, Pasta, Fast Food, Shawarma, Shake, Beverages",₹400 for two,https://www.zomato.com/bangalore/nomad-rolls-shakes-whitefield-bangalore/info
Whitefield,Kattappas Kitchen,N/A,"Andhra, Chinese",₹300 for two,https://www.zomato.com/bangalore/kattappas-kitchen-kr-puram-bangalore/info
Whitefield,The Kapahi's,N/A,"North Indian, Healthy Food, Burger, Sandwich",₹400 for two,https://www.zomato.com/bangalore/the-kapahis-1-whitefield-bangalore/info
Whitefield,Biryani Paradise,N/A,"Biryani, Chinese, North Indian, Seafood",₹650 for two,https://www.zomato.com/bangalore/biryani-paradise-whitefield/info
Whitefield,Jubli Biryani,N/A,"Andhra, Biryani, Chinese, North Indian, Kebab, Sichuan",₹450 for two,https://www.zomato.com/bangalore/jubli-biryani-itpl-main-road-whitefield-bangalore/info
Whitefield,Chaat Lane,N/A,"Street Food, Chinese, North Indian, Fast Food",₹150 for two,https://www.zomato.com/bangalore/chaat-lane-brookefield-bangalore/info
Whitefield,Chaska Bun,N/A,"Street Food, Beverages",₹300 for two,https://www.zomato.com/bangalore/chaska-bun-aecs-layout-bangalore/info
Whitefield,Sukoon Chai Cafe,N/A,"Tea, Beverages, Street Food",₹200 for two,https://www.zomato.com/bangalore/sukoon-chai-cafe-1-marathahalli-bangalore/info
Whitefield,Namma Salem Kitchen,N/A,"South Indian, Biryani, Street Food",₹300 for two,https://www.zomato.com/bangalore/namma-salem-kitchen-1-brookefield-bangalore/info
Whitefield,Kitchen County,N/A,"North Indian, Chinese, Arabian",₹300 for two,https://www.zomato.com/bangalore/kitchen-county-whitefield-bangalore/info
Whitefield,The Awadh House,N/A,"North Indian, Mughlai, Biryani, Chinese, Rolls, Street Food, Desserts, Beverages",₹350 for two,https://www.zomato.com/bangalore/the-awadh-house-1-brookefield-bangalore/info
Whitefield,Hyderabad Biryani,N/A,"North Indian, Mughlai, Biryani, Kebab, Seafood, Chinese",₹950 for two,https://www.zomato.com/bangalore/hyderabad-biryani-whitefield/info
Whitefield,Chellam Hotel,N/A,South Indian,₹200 for two,https://www.zomato.com/bangalore/chellam-hotel-kr-puram-bangalore/info
Whitefield,Kapital Kitchen,N/A,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai, Kebab, Seafood, Desserts",₹850 for two,https://www.zomato.com/bangalore/kapital-kitchen-kr-puram-bangalore/info
Whitefield,Chandni Chowk 2 Bangalore,N/A,"North Indian, Street Food, Chinese, Fast Food, Momos, Desserts",₹400 for two,https://www.zomato.com/bangalore/chandni-chowk-2-bangalore-jeevan-bhima-nagar-bangalore/info
Whitefield,Fresh Cafe,N/A,"Chinese, Fast Food, Desserts, Beverages, Juices",₹250 for two,https://www.zomato.com/bangalore/fresh-cafe-marathahalli-bangalore/info
Whitefield,Saahib Cafe,N/A,"North Indian, Fast Food, Street Food, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/saahib-cafe-whitefield-bangalore/info
Whitefield,Curries & Pickles,N/A,"Biryani, North Indian, Chinese, Andhra",₹400 for two,https://www.zomato.com/bangalore/curries-pickles-kr-puram-bangalore/info
Whitefield,Hotel Nattinpuram,N/A,"Kerala, Street Food",₹300 for two,https://www.zomato.com/bangalore/hotel-nattinpuram-marathahalli-bangalore/info
Whitefield,BBC Restaurant,N/A,"Biryani, Chinese, North Indian, Andhra, Kebab, Mughlai, Seafood, South Indian",₹350 for two,https://www.zomato.com/bangalore/bbc-restaurant-aecs-layout-bangalore/info
Whitefield,NH-47 Kerala Kitchen,N/A,"Kerala, Biryani",₹300 for two,https://www.zomato.com/bangalore/nh-47-kerala-kitchen-marathahalli-bangalore/info
Whitefield,New Naidu Deluxe,N/A,"North Indian, Chinese, Mughlai, Biryani, Seafood, Fast Food, Shake, Juices","₹1,000 for two",https://www.zomato.com/bangalore/new-naidu-deluxe-1-kr-puram-bangalore/info
Whitefield,New Paratha Corner,N/A,"North Indian, Chinese",₹350 for two,https://www.zomato.com/bangalore/new-paratha-corner-whitefield/info
Whitefield,Ghar Ke Phulke,N/A,"North Indian, Biryani, Chinese",₹300 for two,https://www.zomato.com/bangalore/ghar-ke-phulke-1-whitefield-bangalore/info
Whitefield,Arabian Shawarma,N/A,"Shawarma, Fast Food, Beverages",₹300 for two,https://www.zomato.com/bangalore/arabian-shawarma-whitefield-bangalore/info
Whitefield,Roj Ka Khana - Daily Meals,N/A,North Indian,₹400 for two,https://www.zomato.com/bangalore/roj-ka-khana-daily-meals-whitefield-bangalore/info
Whitefield,Sri Chowdeshwari Mudde Hotel,N/A,South Indian,₹350 for two,https://www.zomato.com/bangalore/sri-chowdeshwari-mudde-hotel-2-whitefield-bangalore/info
Whitefield,Darbar Chowk,N/A,"North Indian, Chinese, Biryani",₹500 for two,https://www.zomato.com/bangalore/darbar-chowk-whitefield-bangalore/info
Whitefield,Udupi Vaibhav,N/A,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages",₹500 for two,https://www.zomato.com/bangalore/udupi-vaibhav-kr-puram-bangalore/info
Whitefield,Kaafi Desi,N/A,"North Indian, Fast Food, Chinese, Mithai",₹300 for two,https://www.zomato.com/bangalore/kaafi-desi-marathahalli/info
Whitefield,Adithya Restaurant,N/A,"Chinese, North Indian",₹550 for two,https://www.zomato.com/bangalore/adithya-restaurant-1-brookefield-bangalore/info
Whitefield,The Table Spoon,N/A,"North Indian, Chinese, Biryani",₹350 for two,https://www.zomato.com/bangalore/the-table-spoon-varthur-main-road-whitefield-bangalore/info
Whitefield,FoodIshq,N/A,North Indian,₹450 for two,https://www.zomato.com/bangalore/foodishq-whitefield-bangalore/info
Whitefield,Yummy Adda,N/A,"Chinese, Seafood, North Indian, Mughlai, Biryani",₹300 for two,https://www.zomato.com/bangalore/yummy-adda-whitefield-bangalore/info
Whitefield,New Kumbakarna Restaurant,N/A,"Andhra, Chinese, Biryani, North Indian, Beverages, South Indian",₹500 for two,https://www.zomato.com/bangalore/new-kumbakarna-restaurant-varthur-main-road-whitefield-bangalore/info
Whitefield,Timmy’s Chinese Food,N/A,"Chinese, Fast Food, Shake, Beverages",₹350 for two,https://www.zomato.com/bangalore/timmys-chinese-food-whitefield-bangalore/info
Whitefield,Vaidehi Vilas,N/A,"Tamil, South Indian",₹300 for two,https://www.zomato.com/bangalore/vaidehi-vilas-1-whitefield-bangalore/info
Whitefield,The Delhi Affair,N/A,"North Indian, Street Food, Beverages",₹200 for two,https://www.zomato.com/bangalore/the-delhi-affair-brookefield-bangalore/info
Whitefield,Chef Zaika Restaurant,N/A,"North Indian, Chinese, Desserts, Sichuan, Beverages",₹300 for two,https://www.zomato.com/bangalore/chef-zaika-restaurant-kr-puram-bangalore/info
Whitefield,GFC Dum Biriyani,N/A,"Biryani, South Indian",₹350 for two,https://www.zomato.com/bangalore/gfc-dum-biriyani-kr-puram-bangalore/info
Whitefield,Super 30 Cafe,N/A,"Street Food, Fast Food, Sandwich, Pasta, Chinese, North Indian, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/super-30-cafe-marathahalli-bangalore/info
